FID,TRP,TRP_X,TRP_Y,x,y,version,entry_id,timestamp,reader_ini,surveyor_n,volume,page,year,state,hubtack_co,baseline,meridian,township,townshipdi,rangenum,rangedir,sectiona,sectionb,interiorse,interiordi,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescod,verbatim,L1_tree1,L3_tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciesc_1,verbatim2,L1_tree2,L3_tree2,diameter2,bearing2,degrees2,bearingd_1,chainstr_1,species3,speciesc_2,verbatim3,L1_tree3,L3_tree3,diameter3,bearing3,degrees3,bearingd_2,chainstr_2,species4,speciesc_3,verbatim4,L1_tree4,L3_tree4,diameter4,bearing4,degrees4,bearingd_3,chainstr_3,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,water,nodata,notree,feature,featurenot,timbernote,understory,landnotes,landnotesv,generalnot,recheck,reason,fixed,X_UTM,Y_UTM
2884,35N2E2,2.033333333330000,35.000000000000000,746531.034899999970000,549915.560500000020000,1.5-1,628550, ,cbroder1,David Hillis,999,266,1834,IN,Marshall,2,2,35,N,2,E,15,22,0, ,500400,W,N,40.000000000000000,(1/4) Section,440400,Beech,BE,beech,beech,Beech,24,S,7,E,15,Ironwood,IR,Ironwd,Ironwd,Ironwood,9,N,26,W,18, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,559949.276998999990000,4592148.934580000100000
2885,35N2E2,2.033333333330000,35.000000000000000,748161.732700000050000,549858.629500000040000,1.5-1,628548, ,cbroder1,David Hillis,999,265,1834,IN,Marshall,2,2,35,N,2,E,14,23,0, ,600400,W,Y,39.979999999999997,(1/4) Section,540400,Beech,BE,beech,beech,Beech,28,N,49,W,34,Sugar Maple,SU,sugar,sugar,Maple,18,S,9,E,33, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,561579.167040999980000,4592167.085199999600000
2886,35N2E2,2.033333333330000,35.000000000000000,743412.364500000030000,553187.955399999980000,1.5-1,629386, ,cbroder1,David Hillis,999,281,1834,IN,Marshall,2,2,35,N,2,E,5,8,0, ,300600,W,Y,40.020000000000003,(1/4) Section,240600,Beech,BE,beech,beech,Beech,11,N,35,E,10,Sugar Maple,SU,Sugar,Sugar,Maple,9,S,40,W,32, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,556686.575888999970000,4595275.286310000300000
2887,35N2E2,2.033333333330000,35.000000000000000,745024.089000000040000,551555.932400000050000,1.5-1,628623, ,cbroder1,David Hillis,999,277,1834,IN,Marshall,2,2,35,N,2,E,9,16,0, ,300500,E,N,40.000000000000000,(1/4) Section,340500,Beech,BE,beech,beech,Beech,10,S,28,W,22,Maple,MA,maple,maple,Maple,16,S,60,E,12, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,558370.040199000040000,4593718.724750000100000
2888,35N2E2,2.033333333330000,35.000000000000000,742604.918999999990000,553960.123000000020000,1.5-1,629389, ,cbroder1,David Hillis,999,282,1834,IN,Marshall,2,2,35,N,2,E,5,6,0, ,200600,N,N,40.000000000000000,(1/4) Section,200640,Beech,BE,beech,beech,Beech,8,S,15,W,24,Sugar Maple,SU,Sugar,Sugar,Maple,24,S,67,E,16, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,555845.262207000050000,4596009.660650000000000
2889,35N2E2,2.033333333330000,35.000000000000000,750639.348600000030000,552195.278599999960000,1.5-1,627990, ,cbroder1,"Robert Clark, Jr.",999,250,9999,IN,Marshall,2,2,35,N,2,E,0,0,12,E,700600,S,N,40.000000000000000,(1/4) Section,700540,Beech,BE,beech (double),beech (double),Beech,12,S,3,W,55,White Oak,WO,w oak,w oak,Oak,16,N,40,W,53, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,563944.229914000030000,4594615.982269999600000
2890,35N2E2,2.033333333330000,35.000000000000000,748082.370699999970000,546639.939999999940000,1.5-1,628077, ,cbroder1,David Hillis,999,263,1834,IN,Marshall,2,2,35,N,2,E,26,35,0, ,600200,W,Y,39.979999999999997,(1/4) Section,540200,Beech,BE,beech,beech,Beech,8,S,41,W,26,Jack Oak-IA,QI,J oak,J oak,Oak,14,N,84,W,29, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , ,May 13 1834, , , ,561647.922064000040000,4588947.021089999900000
2891,35N2E2,2.033333333330000,35.000000000000000,741759.887299999940000,551623.557599999940000,1.5-1,629383, ,cbroder1,David Hillis,999,280,1834,IN,Marshall,2,2,35,N,2,E,7,18,0, ,100500,E,Y,39.469999999999999,(1/4) Section,140500,Beech,BE,beech,beech,Beech,18,N,43.5,W,22,Aspen,AS,Poplar,Poplar,Poplar/tulip poplar,6,S,88,W,9, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , ,May 18 1834, , , ,555109.556065000010000,4593635.944509999800000
2892,35N2E2,2.033333333330000,35.000000000000000,745654.520000000020000,546740.250000000000000,1.5-1,628565, ,cbroder1,David Hillis,999,269,1834,IN,Marshall,2,2,35,N,2,E,33,34,0, ,400100,N,N,80.000000000000000,Section,400200,Birch,BI,birch,birch,Birch,10,E,0,NA,149,Birch,BI,do,birch,Birch,14,S,81,E,138, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Swamp,GoodSoil,", ,Land except swamp good 2nd rate, , , ,559220.641229999950000,4588935.538449999900000
2893,35N2E2,2.033333333330000,35.000000000000000,749072.658399999960000,553764.547999999950000,1.5-1,628066, ,cbroder1,David Hillis,999,262,1834,IN,Marshall,2,2,35,N,2,E,1,2,0, ,600600,N,N,40.000000000000000,(1/4) Section,600640,Cherry,CH,cherry,cherry,Cherry,15,S,40,W,33,Beech,BE,beech,beech,Beech,12,N,8,E,22, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,562308.650811000030000,4596112.007109999700000
2894,35N2E2,2.033333333330000,35.000000000000000,745615.750000000000000,545107.930000000050000,1.5-1,627956, ,cbroder1,"Robert Clark, Jr.",999,248,9999,IN,Marshall,2,2,35,N,2,E,0,0,34,S,500100,W,N,80.000000000000000,Section,400100,Cherry,CH,cherry,cherry,Cherry,10,S,89,E,147,Aspen,AS,poplar,poplar,Poplar/tulip poplar,11,N,87.25,W,300, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Swamp,Upland,", , , , , ,559257.018290000040000,4587302.554800000000000
2895,35N2E2,2.033333333330000,35.000000000000000,747299.138900000020000,547472.803399999980000,1.5-1,628080, ,cbroder1,David Hillis,999,264,1834,IN,Marshall,2,2,35,N,2,E,26,27,0, ,500200,N,N,40.000000000000000,(1/4) Section,500240,Elm,EL,elm,elm,Elm,14,S,15,W,18,Swamp Ash-I,AX,swp ash,swp ash,Ash,11,N,71,E,13, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,560828.072828999950000,4589743.269500000400000
2896,35N2E2,2.033333333330000,35.000000000000000,747343.150700000000000,549078.998700000000000,1.5-1,628544, ,cbroder1,David Hillis,999,265,1834,IN,Marshall,2,2,35,N,2,E,22,23,0, ,500300,N,N,40.000000000000000,(1/4) Section,500340,Elm,EL,elm,elm,Elm,12,N,67.5,W,24,Black Ash,BA,b ash,b ash,Ash,12,S,61,E,50, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,560798.148432999970000,4591350.351440000300000
2897,35N2E2,2.033333333330000,35.000000000000000,748923.989999999990000,548217.989999999990000,1.5-1,628030, ,cbroder1,David Hillis,999,259,1834,IN,Marshall,2,2,35,N,2,E,25,26,0, ,600200,N,N,80.000000000000000,Section,600300,Elm,EL,elm,elm,Elm,21,N,80,E,20,Jack Oak-IA,QI,jack oak,jack oak,Oak,7,N,70,W,17, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Swamp,", , , , , ,562415.227658999970000,4590562.684940000100000
2898,35N2E2,2.033333333330000,35.000000000000000,742468.100899999960000,547593.631900000040000,1.5-1,628600, ,cbroder1,David Hillis,999,274,1834,IN,Marshall,2,2,35,N,2,E,29,30,0, ,200200,N,N,40.000000000000000,(1/4) Section,200240,Elm,EL,elm,elm,Elm,18,S,11,W,16,Aspen,AS,poplar,poplar,Poplar/tulip poplar,14,N,34,E,50, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,556001.768242000020000,4589641.592899999600000
2899,35N2E2,2.033333333330000,35.000000000000000,745723.106400000050000,549064.420500000010000,1.5-1,628583, ,cbroder1,David Hillis,999,272,1834,IN,Marshall,2,2,35,N,2,E,21,22,0, ,400300,N,N,40.000000000000000,(1/4) Section,400340,Elm,EL,elm,elm,Elm,12,N,77,W,17,Aspen,AS,poplar,poplar,Poplar/tulip poplar,12,S,75,E,32, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,559182.193934999990000,4591261.221780000300000
2900,35N2E2,2.033333333330000,35.000000000000000,744170.540000000040000,551572.540000000040000,1.5-1,628620, ,cbroder1,David Hillis,999,277,1834,IN,Marshall,2,2,35,N,2,E,16,17,0, ,300400,N,N,80.000000000000000,Section,300500,Hickory,HI,hicky,hicky,Hickory,8,S,2,W,12,Beech,BE,beech,beech,Beech,10,N,10,W,35, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Rolling,", , , , , ,557517.510891000040000,4593696.014899999800000
2901,35N2E2,2.033333333330000,35.000000000000000,742491.719999999970000,548397.089999999970000,1.5-1,628601, ,cbroder1,David Hillis,999,274,1834,IN,Marshall,2,2,35,N,2,E,29,30,0, ,200200,N,N,80.000000000000000,Section,200300,Hickory,HI,hickory,hickory,Hickory,15,S,16,W,49,Elm,EL,elm,elm,Elm,17,N,60,E,40, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Level,", , , , , ,555988.359684000020000,4590445.565920000000000
2902,35N2E2,2.033333333330000,35.000000000000000,749656.499100000020000,544974.466099999960000,1.5-1,627939, ,cbroder1,"Robert Clark, Jr.",999,247,9999,IN,Marshall,2,2,35,N,2,E,0,0,36,S,700100,W,N,40.000000000000000,(1/4) Section,640100,Hickory,HI,hickory,hickory,Hickory,8,N,73.5,W,37,Hickory,HI,do,hickory,Hickory,14,N,22,E,13, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,563295.216993000010000,4587355.081469999600000
2903,35N2E2,2.033333333330000,35.000000000000000,748941.574299999980000,549026.579099999970000,1.5-1,628037, ,cbroder1,David Hillis,999,260,1834,IN,Marshall,2,2,35,N,2,E,23,24,0, ,600300,N,N,40.000000000000000,(1/4) Section,600340,Hickory,HI,Hicky,Hicky,Hickory,15,NA,0,NA,0, , , ,NA,NA,0, ,0, ,0, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,562395.613559999970000,4591371.508860000400000
2904,35N2E2,2.033333333330000,35.000000000000000,746418.619799999990000,545081.414899999970000,1.5-1,627952, ,cbroder1,"Robert Clark, Jr.",999,248,9999,IN,Marshall,2,2,35,N,2,E,0,0,34,S,500100,W,N,40.000000000000000,(1/4) Section,440100,Hickory,HI,hickory,hickory,Hickory,16,N,54.5,E,22,White Oak,WO,w oak,w oak,Oak,14,N,40,W,43, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,560059.379002999980000,4587313.008860000400000
2905,35N2E2,2.033333333330000,35.000000000000000,748959.160000000030000,549835.170000000040000,1.5-1,628039, ,cbroder1,David Hillis,999,260,1834,IN,Marshall,2,2,35,N,2,E,23,24,0, ,600300,N,N,80.000000000000000,Section,600400,Hickory,HI,Hicky,Hicky,Hickory,21,S,50,E,5,Bur Oak,BR,Burr O.,Burr O.,Oak,40,S,69,W,22, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Level,", , , , , ,562375.999618000000000,4592180.327820000200000
2906,35N2E2,2.033333333330000,35.000000000000000,745041.000000000000000,546765.081000000010000,1.5-1,628571, ,cbroder1,David Hillis,999,270,1834,IN,Marshall,2,2,35,N,2,E,28,33,0, ,400200,W,N,40.000000000000000,(1/4) Section,340200,Hickory,HI,hickory,hickory,Hickory,14,S,1.25,W,39,Sycamore,SY,Sycamore,Sycamore,Sycamore,30,N,61,W,12, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,558607.290423000000000,4588932.109620000200000
2907,35N2E2,2.033333333330000,35.000000000000000,744250.289499999960000,553921.857300000030000,1.5-1,628636, ,cbroder1,David Hillis,999,279,1834,IN,Marshall,2,2,35,N,2,E,4,5,0, ,300600,N,N,40.000000000000000,(1/4) Section,300640,Sugar Maple,SU,sugar,sugar,Maple,16,N,81,W,16,Beech,BE,beech,beech,Beech,7,S,40,E,12, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , ,May 17 1834, , , ,557488.990558000050000,4596047.218290000200000
2908,35N2E2,2.033333333330000,35.000000000000000,742589.420000000040000,553201.760000000010000,1.5-1,629385, ,cbroder1,David Hillis,999,281,1834,IN,Marshall,2,2,35,N,2,E,7,8,0, ,200500,N,N,80.000000000000000,Section,200600,Sugar Maple,SU,Sugar,Sugar,Maple,16,N,67,W,10,Sugar Maple,SU,do,Sugar,Maple,19,S,31,E,22, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Rolling,", , , , , ,555864.705196000050000,4595251.168739999600000
2909,35N2E2,2.033333333330000,35.000000000000000,742560.489999999990000,551606.800000000050000,1.5-1,628642, ,cbroder1,David Hillis,999,280,1834,IN,Marshall,2,2,35,N,2,E,17,18,0, ,200400,N,N,80.000000000000000,Section,200500,Sugar Maple,SU,sugar,sugar,Maple,12,N,39,W,18,Sugar Maple,SU,do,sugar,Maple,27,S,45,E,29, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Rolling,", , , , , ,555909.253047000030000,4593656.087089999600000
2910,35N2E2,2.033333333330000,35.000000000000000,747387.810500000020000,550685.012899999970000,1.5-1,628552, ,cbroder1,David Hillis,999,266,1834,IN,Marshall,2,2,35,N,2,E,14,15,0, ,500400,N,N,40.000000000000000,(1/4) Section,500440,Red Oak,RO,R. Oak,R. Oak,Oak,15,N,70,E,15,Swamp Ash-I,AX,Swp. Ash,Swp. Ash,Ash,15,N,85,W,16, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,560768.874823000050000,4592957.255300000300000
2911,35N2E2,2.033333333330000,35.000000000000000,748851.430000000050000,545009.000000000000000,1.5-1,627944, ,cbroder1,"Robert Clark, Jr.",999,247,9999,IN,Marshall,2,2,35,N,2,E,0,0,36,S,700100,W,N,80.000000000000000,Section,600100,Pin Oak,PQ,pin oak,pin oak,Oak,8,N,12.5,W,52,Black Gum,GT,b gum,b gum,Black gum,9,N,63.5,E,49, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Level,Upland,", , , , , ,562490.288827999960000,4587352.567830000100000
2912,35N2E2,2.033333333330000,35.000000000000000,747276.280000000030000,546669.699999999950000,1.5-1,628074, ,cbroder1,David Hillis,999,263,1834,IN,Marshall,2,2,35,N,2,E,34,35,0, ,500100,N,N,80.000000000000000,Section,500200,Jack Oak-IA,QI,jack oak,jack oak,Oak,8,N,62,E,24,Elm,EL,elm,elm,Elm,12,S,61,W,32, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Flat,Wet,", , , , , ,560842.182540999960000,4588939.673419999900000
2913,35N2E2,2.033333333330000,35.000000000000000,743330.855400000000000,548378.381999999980000,1.5-1,628602, ,cbroder1,David Hillis,999,274,1834,IN,Marshall,2,2,35,N,2,E,20,29,0, ,200300,E,N,40.000000000000000,(1/4) Section,240300,White Oak,WO,w oak,w oak,Oak,18,S,70,W,33,Ironwood,IR,ironwood,ironwood,Ironwood,10,N,42,W,17, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,556826.572000000040000,4590465.523640000300000
2914,35N2E2,2.033333333330000,35.000000000000000,742444.479999999980000,546790.180000000050000,1.5-1,628596, ,cbroder1,David Hillis,999,272,1834,IN,Marshall,2,2,35,N,2,E,31,32,0, ,200100,N,N,80.000000000000000,Section,200200,White Oak,WO,w oak,w oak,Oak,30,N,0,NA,6,Ironwood,IR,ironwd,ironwd,Ironwood,10,S,62,W,37, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Swamp,Rolling,", ,Land except swamp rolling and 2nd rate, , , ,556015.173760000030000,4588837.619239999900000
2915,35N2E2,2.033333333330000,35.000000000000000,750626.310000000060000,551380.069999999950000,1.5-1,627994, ,cbroder1,"Robert Clark, Jr.",999,250,9999,IN,Marshall,2,2,35,N,2,E,0,0,12,E,700600,S,N,80.000000000000000,Section,700500,Black Oak,BO,b oak,b oak,Oak,30,N,68,W,70,Maple,MA,maple,maple,Maple,14,S,8.5,W,75, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Level,Upland,", , , , , ,563968.675542999990000,4593800.777599999700000
2916,35N2E2,2.033333333330000,35.000000000000000,742399.760000000010000,545185.199999999950000,1.5-1,627980, ,cbroder1,"Robert Clark, Jr.",999,249,9999,IN,Marshall,2,2,35,N,2,E,0,0,32,S,300100,W,N,80.000000000000000,Section,200100,White Oak,WO,w oak,w oak,Oak,19,N,51,E,30,Black Oak,BO,b oak,b oak,Oak,17,N,29,W,42, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Rolling,", , , , , ,556044.409742000050000,4587231.690259999600000
2917,35N2E2,2.033333333330000,35.000000000000000,741596.328699999950000,545206.483600000040000,1.5-1,627981, ,cbroder1,"Robert Clark, Jr.",999,249,9999,IN,Marshall,2,2,35,N,2,E,0,0,31,S,200100,W,N,40.000000000000000,(1/4) Section,140100,White Oak,WO,w oak,w oak,Oak,28,N,44,E,32,White Oak,WO,do,w oak,Oak,16,N,59,W,38, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,555241.734963000050000,4587215.947510000300000
2918,35N2E2,2.033333333330000,35.000000000000000,750600.997199999980000,550575.821099999940000,1.5-1,627996, ,cbroder1,"Robert Clark, Jr.",999,250,9999,IN,Marshall,2,2,35,N,2,E,0,0,13,E,700500,S,N,40.000000000000000,(1/4) Section,700440,White Oak,WO,w oak,w oak,Oak,36,S,37.5,W,57,White Oak,WO,do,w oak,Oak,30,N,62,W,15, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,563980.367749999980000,4592995.953309999800000
2919,35N2E2,2.033333333330000,35.000000000000000,750461.569999999950000,544939.930000000050000,1.5-1,628020, ,cbroder1,"Robert Clark, Jr.",999,252,9999,IN,Marshall,2,2,35,N,2,E,0,0,36,E,700200,S,N,80.000000000000000,Township,700100,White Oak,WO,w oak,w oak,Oak,14,S,62,W,25,White Oak,WO,do,w oak,Oak,13,N,69,E,16, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"ThinSoil,Dry,Barrens,", ,Aug 20 and 21, , , ,564100.148051999970000,4587357.585959999800000
2920,35N2E2,2.033333333330000,35.000000000000000,744995.040200000050000,545129.732199999970000,1.5-1,627962, ,cbroder1,"Robert Clark, Jr.",999,248,9999,IN,Marshall,2,2,35,N,2,E,0,0,33,S,400100,W,N,40.000000000000000,(1/4) Section,340100,White Oak,WO,w oak,w oak,Oak,21,N,38,E,35,Yellow Oak,YO,y oak,y oak,Oak,9,N,77.5,W,22, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,558636.642873000000000,4587295.769960000200000
2921,35N2E2,2.033333333330000,35.000000000000000,750480.261300000010000,545748.195599999980000,1.5-1,628014, ,cbroder1,"Robert Clark, Jr.",999,251,9999,IN,Marshall,2,2,35,N,2,E,0,0,36,E,700200,S,N,40.000000000000000,(1/4) Section,700140,Pin Oak,PQ,pin oak,pin oak,Oak,14,S,86.33,W,149,Pin Oak,PQ,do,pin oak,Oak,18,N,79.25,W,170, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,564081.671557000020000,4588166.167159999700000
2922,35N2E2,2.033333333330000,35.000000000000000,750652.380000000000000,553010.479999999980000,1.5-1,627987, ,cbroder1,"Robert Clark, Jr.",999,250,9999,IN,Marshall,2,2,35,N,2,E,0,0,1,E,700700,S,N,70.879999999999995,Section,700600,White Oak,WO,w oak,w oak,Oak,9,N,49,W,42,White Oak,WO,do,w oak,Oak,20,S,8.25,W,41, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Marshy,PoorSoil,", ,Cranberry marsh, , , ,563919.776155999980000,4595431.172500000300000
2923,35N2E2,2.033333333330000,35.000000000000000,750519.322599999960000,547362.018599999950000,1.5-1,628008, ,cbroder1,"Robert Clark, Jr.",999,251,9999,IN,Marshall,2,2,35,N,2,E,0,0,25,E,700300,S,N,40.000000000000000,(1/4) Section,700240,White Oak,WO,w oak,w oak,Oak,28,S,6,W,129,White Oak,WO,do,w oak,Oak,17,S,22.25,W,147, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,564046.514641999970000,4589780.679829999800000
2924,35N2E2,2.033333333330000,35.000000000000000,740792.890000000010000,545227.770000000020000,1.5-1,627982, ,cbroder1,"Robert Clark, Jr.",999,249,9999,IN,Marshall,2,2,35,N,2,E,0,0,31,S,200100,W,N,80.000000000000000,Township,100100,White Oak,WO,w oak,w oak,Oak,19,N,24,W,43,White Oak,WO,do,w oak,Oak,14,S,27,W,36, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Swamp,", ,22-Aug, , , ,554439.053761000050000,4587200.200240000200000
2925,35N2E2,2.033333333330000,35.000000000000000,750676.739300000020000,553724.311400000010000,1.5-1,627985, ,cbroder1,"Robert Clark, Jr.",999,250,9999,IN,Marshall,2,2,35,N,2,E,0,0,1,E,700700,S,N,30.879999999999999,(1/4) Section,700640,White Oak,WO,w oak,w oak,Oak,19,S,58,W,222,White Oak,WO,do,w oak,Oak,11,S,80.75,W,182, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,563911.283927000010000,4596145.583929999700000
2926,35N2E2,2.033333333330000,35.000000000000000,741639.626000000050000,546808.266300000020000,1.5-1,628599, ,cbroder1,David Hillis,999,273,1834,IN,Marshall,2,2,35,N,2,E,30,31,0, ,100200,E,Y,39.960000000000001,(1/4) Section,140200,Jack Oak-IA,QI,j oak,j oak,Oak,10,S,88,W,720,Aspen,AS,aspen,aspen,Poplar,8,N,83,W,716, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,555211.213124000000000,4588818.614020000200000
2927,35N2E2,2.033333333330000,35.000000000000000,744202.922400000040000,552373.346499999990000,1.5-1,628627, ,cbroder1,David Hillis,999,273,1834,IN,Marshall,2,2,35,N,2,E,8,9,0, ,300500,N,N,40.000000000000000,(1/4) Section,300540,Aspen,AS,aspen,aspen,Poplar,14,S,11,E,18,Maple,MA,maple,maple,Maple,24,S,71,W,5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,557512.977652000030000,4594497.710129999600000
2928,35N2E2,2.033333333330000,35.000000000000000,742510.408399999960000,549200.870000000000000,1.5-1,628604, ,cbroder1,David Hillis,999,275,1834,IN,Marshall,2,2,35,N,2,E,19,20,0, ,200300,N,N,40.000000000000000,(1/4) Section,200340,Aspen,AS,aspen,aspen,Poplar,10,S,27,E,26,Aspen,AS,do,aspen,Poplar,6,S,61,W,28, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,555970.015097999950000,4591249.626720000100000
2929,35N2E2,2.033333333330000,35.000000000000000,744124.930000000050000,549974.880000000000000,1.5-1,628615, ,cbroder1,David Hillis,999,276,1834,IN,Marshall,2,2,35,N,2,E,17,20,0, ,200400,E,N,80.000000000000000,Section,300400,Aspen,AS,poplar,poplar,Poplar/tulip poplar,24,N,3,W,41,Linden,LI,Lynn,Lynn,Basswood,6,S,37,E,20, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Level,", , , , , ,557545.507448000020000,4592097.436719999600000
2930,35N2E2,2.033333333330000,35.000000000000000,741688.278000000050000,548415.874300000020000,1.5-1,628603, ,cbroder1,David Hillis,999,275,1834,IN,Marshall,2,2,35,N,2,E,19,30,0, ,100300,E,Y,39.700000000000003,(1/4) Section,140300,Aspen,AS,poplar,poplar,Poplar/tulip poplar,20,N,66,E,38,Cherry,CH,cherry,cherry,Cherry,7,S,53,W,15, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,555185.762543000050000,4590427.321480000400000
2931,35N2E2,2.033333333330000,35.000000000000000,742422.120699999970000,545987.686200000000000,1.5-1,628591, ,cbroder1,David Hillis,999,272,1834,IN,Marshall,2,2,35,N,2,E,31,32,0, ,200100,N,N,40.000000000000000,(1/4) Section,200140,Tamarack,TA,tamk,tamk,Tamarack,10,S,57,E,33,Tamarack,TA,do,tamk,Tamarack,5,N,16.5,W,19, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,556029.793112999990000,4588034.654360000000000
