FID,TRP,TRP_X,TRP_Y,x,y,version,entry_id,timestamp,reader_ini,surveyor_n,volume,page,year,state,hubtack_co,baseline,meridian,township,townshipdi,rangenum,rangedir,sectiona,sectionb,interiorse,interiordi,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescod,verbatim,L1_tree1,L3_tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciesc_1,verbatim2,L1_tree2,L3_tree2,diameter2,bearing2,degrees2,bearingd_1,chainstr_1,species3,speciesc_2,verbatim3,L1_tree3,L3_tree3,diameter3,bearing3,degrees3,bearingd_2,chainstr_2,species4,speciesc_3,verbatim4,L1_tree4,L3_tree4,diameter4,bearing4,degrees4,bearingd_3,chainstr_3,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,water,nodata,notree,feature,featurenot,timbernote,understory,landnotes,landnotesv,generalnot,recheck,reason,fixed,X_UTM,Y_UTM
2836,35N1W2,-1.033333333330000,35.000000000000000,722971.199999999950000,548957.599999999980000,1.5-1,421934, ,wchronis,William Clark,999,292,1834,IN,St. Joseph,2,2,35,N,1,W,29,30,0, ,200200,N,N,80.000000000000000,Section,200300,White Oak,WO,W Oak,W Oak,Oak,24,N,73,E,59,White Oak,WO,W "",w oak,Oak,20,S,57,W,60, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Marshy,WoodLand,Wet,", , , , , ,536483.848159000040000,4590104.383960000200000
2837,35N1W2,-1.033333333330000,35.000000000000000,730373.332999999980000,553523.502800000020000,1.5-1,421736, ,wchronis,William Clark,999,279,1834,IN,St. Joseph,2,2,35,N,1,W,1,12,0, ,700600,W,Y,40.060000000000002,(1/4) Section,640600,Yellow Oak,YO,Y. Oak,Y. Oak,Oak,18,S,85,E,225,White Oak,WO,W "",w oak,Oak,12,S,57.5,W,100, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,543659.310147000010000,4595009.046729999600000
2838,35N1W2,-1.033333333330000,35.000000000000000,728585.870499999960000,548755.659800000020000,1.5-1,421794, ,wchronis,William Clark,999,281,1834,IN,St. Joseph,2,2,35,N,1,W,23,26,0, ,600300,W,Y,39.890000000000001,(1/4) Section,540300,White Oak,WO,W Oak,W Oak,Oak,18,N,12,W,50,White Oak,WO,W "",w oak,Oak,18,S,60,W,8, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,542095.739317000030000,4590162.246340000100000
2839,35N1W2,-1.033333333330000,35.000000000000000,727937.711099999960000,552820.982500000040000,1.5-1,421815, ,wchronis,William Clark,999,282,1834,IN,St. Joseph,2,2,35,N,1,W,10,11,0, ,500500,N,N,40.000000000000000,(1/4) Section,500540,White Oak,WO,W Oak,W Oak,Oak,18,N,78.5,E,9,White Oak,WO,Do,W Oak,Oak,18,S,78.5,W,10, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,541261.252222000040000,4594194.517550000000000
2840,35N1W2,-1.033333333330000,35.000000000000000,726357.449999999950000,553681.199999999950000,1.5-1,421864, ,wchronis,William Clark,999,286,1834,IN,St. Joseph,2,2,35,N,1,W,9,10,0, ,400500,N,N,80.000000000000000,Section,400600,Red Oak,RO,Red Oak,Red Oak,Oak,20,N,30,W,91,Red Oak,RO,Red Oak,Red Oak,Oak,5,S,80,W,143, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"3rd,Wet,", , , , , ,539644.591389999960000,4594980.993420000200000
2841,35N1W2,-1.033333333330000,35.000000000000000,726262.287999999940000,551268.128099999970000,1.5-1,421857, ,wchronis,William Clark,999,285,1834,IN,St. Joseph,2,2,35,N,1,W,15,16,0, ,400400,N,N,40.000000000000000,(1/4) Section,400440,Black Oak,BO,B. Oak,B. Oak,Oak,15,N,30,W,26,White Oak,WO,W "",w oak,Oak,30,S,81,E,43, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,539661.105896999940000,4592565.404299999600000
2842,35N1W2,-1.033333333330000,35.000000000000000,724782.645999999950000,554531.073300000050000,1.5-1,421913, ,wchronis,William Clark,999,291,1834,IN,St. Joseph,2,2,35,N,1,W,4,5,0, ,300600,N,N,40.000000000000000,(1/4) Section,300640,Red Oak,RO,R. Oak,R. Oak,Oak,22,S,70.5,W,7,Red Oak,RO,R "",r oak,Oak,18,S,83,E,75, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,538033.830013000060000,4595757.348960000100000
2843,35N1W2,-1.033333333330000,35.000000000000000,724544.529400000000000,548089.993999999950000,1.5-1,421893, ,wchronis,William Clark,999,288,1834,IN,St. Joseph,2,2,35,N,1,W,32,33,0, ,300200,N,N,40.000000000000000,(1/4) Section,300240,Red Oak,RO,R Oak,R Oak,Oak,14,S,38.5,E,15,Red Oak,RO,Do,R Oak,Oak,10,S,84.5,W,15, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,538093.870234000030000,4589310.214200000300000
2844,35N1W2,-1.033333333330000,35.000000000000000,727751.884399999980000,547976.103699999980000,1.5-1,421789, ,wchronis,William Clark,999,280,1834,IN,St. Joseph,2,2,35,N,1,W,26,27,0, ,500200,N,N,40.000000000000000,(1/4) Section,500240,White Oak,WO,W Oak,W Oak,Oak,18,S,82.5,W,41,Yellow Oak,YO,Y "",y oak,Oak,20,S,87,E,31, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,541299.544230000000000,4589344.717400000400000
2845,35N1W2,-1.033333333330000,35.000000000000000,731065.780000000030000,550267.770000000020000,1.5-1,422017, ,wchronis,David Hillis,999,270,1834,IN,St. Joseph,2,2,35,N,1,W,0,0,24,E,700300,N,N,80.000000000000000,Section,700400,White Oak,WO,W. Oak,W. Oak,Oak,20,S,15,W,167,White Oak,WO,Do,W. Oak,Oak,24,W,0,NA,100, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"BrokenLand,", , , , , ,544500.545069999990000,4591787.807930000100000
2846,35N1W2,-1.033333333330000,35.000000000000000,729389.729999999980000,548728.739999999990000,1.5-1,421682, ,wchronis,William Clark,999,276,1834,IN,St. Joseph,2,2,35,N,1,W,26,25,0, ,600200,N,N,80.000000000000000,Section,600300,White Oak,WO,Double W. Oak,Double W. Oak,Oak,32,S,4,W,7,White Oak,WO,W Oak,W Oak,Oak,14,N,4,W,5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"3rd,Rolling,Sandy,", , , , , ,542899.111914000010000,4590172.493540000200000
2847,35N1W2,-1.033333333330000,35.000000000000000,723169.634399999980000,554603.277099999950000,1.5-1,421975, ,wchronis,William Clark,999,296,1834,IN,St. Joseph,2,2,35,N,1,W,5,6,0, ,200600,N,N,40.000000000000000,(1/4) Section,200640,Red Oak,RO,R. Oak,R. Oak,Oak,24,S,0,NA,378,Aspen,AS,Aspen,Aspen,Poplar,6,S,18.5,E,255, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,536420.870812000010000,4595754.860220000100000
2848,35N1W2,-1.033333333330000,35.000000000000000,726084.286100000030000,546428.977599999980000,1.5-1,421826, ,wchronis,William Clark,999,283,1834,IN,St. Joseph,2,2,35,N,1,W,33,34,0, ,400100,N,N,40.000000000000000,(1/4) Section,400140,Aspen,AS,Aspen,Aspen,Poplar,3,N,2,W,13.5,Willow,WI,Willow,Willow,Willow,6,S,15,W,18, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,539707.014302999950000,4587721.617010000200000
2849,35N1W2,-1.033333333330000,35.000000000000000,731118.589999999970000,551875.959999999960000,1.5-1,422019, ,wchronis,David Hillis,999,270,1834,IN,St. Joseph,2,2,35,N,1,W,0,0,13,E,700400,N,N,80.000000000000000,Section,700500,Tamarack,TA,Tamarac,Tamarac,Tamarack,3,S,40,W,7,Tamarack,TA,Do,Tamarac,Tamarack,2,N,52,W,16, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Swamp,", , , , , ,544479.032958999970000,4593397.214130000200000
2850,35N1W2,-1.033333333330000,35.000000000000000,726053.709999999960000,545624.699999999950000,1.5-1,421997, ,wchronis,"Robert Clark, Jr.",999,268,1833,IN,St. Joseph,2,2,35,N,1,W,0,0,34,S,500100,W,N,80.000000000000000,Section,400100,Willow,WI,Willow,Willow,Willow,6,N,16,W,168,Willow,WI,Do,Willow,Willow,5,N,75,E,45, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Marshy,", ,Marsh not very wet, , , ,539713.652485999980000,4586916.499200000400000
2851,35N1W2,-1.033333333330000,35.000000000000000,725255.929299999960000,545654.664400000010000,1.5-1,422001, ,wchronis,"Robert Clark, Jr.",999,268,1833,IN,St. Joseph,2,2,35,N,1,W,0,0,33,W,400100,W,N,40.000000000000000,(1/4) Section,340100,Willow,WI,Willow,Willow,Willow,6,N,57,E,105,Willow,WI,Do,Willow,Willow,5,N,83,W,94, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,538916.234716000040000,4586909.550280000100000
2852,35N1W2,-1.033333333330000,35.000000000000000,724489.167900000000000,546486.123299999980000,1.5-1,421882, ,wchronis,William Clark,999,287,1834,IN,St. Joseph,2,2,35,N,1,W,32,33,0, ,300100,N,N,40.000000000000000,(1/4) Section,300140,Willow,WI,Willow,Willow,Willow,4,N,5,W,12,Willow,WI,Do,Willow,Willow,5,S,85,W,12, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,538112.736893999970000,4587704.950360000100000
2853,35N2E2,2.033333333330000,35.000000000000000,749731.842300000020000,548192.783900000040000,1.5-1,628034, ,cbroder1,David Hillis,999,259,1834,IN,Marshall,2,2,35,N,2,E,24,25,0, ,700300,W,Y,40.030000000000001,(1/4) Section,640300,Alder,AL,b alder,b alder,Alder,6,S,79,E,1,Willow,WI,willow,willow,Willow,4,N,16,W,3, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , ,May 12 1834, , , ,563222.531335999960000,4590574.652610000200000
2854,35N2E2,2.033333333330000,35.000000000000000,746465.403199999940000,546704.974399999950000,1.5-1,628569, ,cbroder1,David Hillis,999,269,1834,IN,Marshall,2,2,35,N,2,E,27,34,0, ,500200,W,Y,40.000000000000000,(1/4) Section,440200,Black Ash,BA,b ash,b ash,Ash,12,N,73,E,33,Alder,AL,B alder,B alder,Alder,3,S,51,W,7, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,560031.414630000010000,4588937.609050000100000
2855,35N2E2,2.033333333330000,35.000000000000000,744147.734399999960000,550773.708499999950000,1.5-1,628618, ,cbroder1,David Hillis,999,277,1834,IN,Marshall,2,2,35,N,2,E,16,17,0, ,300400,N,N,40.000000000000000,(1/4) Section,300440,Black Ash,BA,b ash,b ash,Ash,12,S,7,W,35,Black Ash,BA,do,b ash,Ash,8,N,19,E,21, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,557531.509129000010000,4592896.727599999900000
2856,35N2E2,2.033333333330000,35.000000000000000,748036.455399999980000,545031.950700000040000,1.5-1,627949, ,cbroder1,"Robert Clark, Jr.",999,247,9999,IN,Marshall,2,2,35,N,2,E,0,0,35,S,600100,W,N,40.000000000000000,(1/4) Section,540100,Black Ash,BA,b ash,b ash,Ash,15,N,83,E,20,Black Ash,BA,do,b ash,Ash,8,N,19,W,14, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,561676.009782999990000,4587338.016069999900000
2857,35N2E2,2.033333333330000,35.000000000000000,749693.704400000050000,546583.319600000050000,1.5-1,628027, ,cbroder1,David Hillis,999,258,1834,IN,Marshall,2,2,35,N,2,E,25,36,0, ,700200,W,Y,40.000000000000000,(1/4) Section,640200,Swamp Ash-I,AX,swp ash,swp ash,Ash,30,S,77,W,12,Beech,BE,beech,beech,Beech,9,N,70,E,24.5, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,563258.425160999990000,4588964.553999999500000
2858,35N2E2,2.033333333330000,35.000000000000000,745635.139199999980000,545924.088600000020000,1.5-1,628563, ,cbroder1,David Hillis,999,269,1834,IN,Marshall,2,2,35,N,2,E,33,34,0, ,400100,N,N,40.000000000000000,(1/4) Section,400140,Swamp Ash-I,AX,Swp. Ash,Swp. Ash,Ash,12,S,58,E,16.5,Beech,BE,beech,beech,Beech,12,N,80,W,49, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,559238.834570999960000,4588119.048920000000000
2859,35N2E2,2.033333333330000,35.000000000000000,743327.010299999970000,549989.766100000010000,1.5-1,628612, ,cbroder1,David Hillis,999,275,1834,IN,Marshall,2,2,35,N,2,E,17,20,0, ,200400,E,N,40.000000000000000,(1/4) Section,240400,Black Ash,BA,b ash,b ash,Ash,13,S,9,W,5,Beech,BE,beech,beech,Beech,10,N,86,W,19, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,556748.584717000020000,4592075.563099999900000
2860,35N2E2,2.033333333330000,35.000000000000000,748213.001799999970000,551463.335199999970000,1.5-1,628556, ,cbroder1,David Hillis,999,267,1834,IN,Marshall,2,2,35,N,2,E,11,14,0, ,600500,W,Y,40.000000000000000,(1/4) Section,540500,Black Ash,BA,b ash,b ash,Ash,30,N,15,W,15,Beech,BE,beech,beech,Beech,8,S,23,E,26, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,561556.560181000040000,4593772.974270000100000
2861,35N2E2,2.033333333330000,35.000000000000000,743365.515099999960000,551589.666100000030000,1.5-1,629382, ,cbroder1,David Hillis,999,280,1834,IN,Marshall,2,2,35,N,2,E,8,17,0, ,300500,W,Y,40.030000000000001,(1/4) Section,240500,Swamp Ash-I,AX,Swp ash,Swp ash,Ash,16,N,52,E,57,Beech,BE,Beech,Beech,Beech,15,S,32,E,22, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,556713.381657000050000,4593676.050540000200000
2862,35N2E2,2.033333333330000,35.000000000000000,747364.310000000060000,549882.089999999970000,1.5-1,628546, ,cbroder1,David Hillis,999,265,1834,IN,Marshall,2,2,35,N,2,E,22,23,0, ,500300,N,N,80.000000000000000,Section,500400,Swamp Ash-I,AX,swp ash,swp ash,Ash,16,S,4,E,17,Elm,EL,elm,elm,Elm,6,N,41,W,12, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,560782.340135999960000,4592153.837000000300000
2863,35N2E2,2.033333333330000,35.000000000000000,747411.310000000060000,551487.939999999940000,1.5-1,628553, ,cbroder1,David Hillis,999,266,1834,IN,Marshall,2,2,35,N,2,E,14,15,0, ,500400,N,N,80.000000000000000,Section,500500,Swamp Ash-I,AX,swp ash,swp ash,Ash,22,S,72,E,9,Ironwood,IR,ironwood,ironwood,Ironwood,6,N,54,W,13, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Swamp,", ,Land after swamp 2nd rate, , , ,560755.407297999950000,4593760.671050000000000
2864,35N2E2,2.033333333330000,35.000000000000000,747322.000000000000000,548275.910000000030000,1.5-1,628084, ,cbroder1,David Hillis,999,264,1834,IN,Marshall,2,2,35,N,2,E,26,27,0, ,500200,N,N,80.000000000000000,Section,500300,Swamp Ash-I,AX,swp ash,swp ash,Ash,12,S,26,W,19,Maple,MA,Maple,Maple,Maple,13,N,0,NA,6, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Wet,", , , , ,11/5/14 corner id 500300 AB,560813.964133000000000,4590546.862139999900000
2865,35N2E2,2.033333333330000,35.000000000000000,749820.500800000040000,551409.403500000010000,1.5-1,628049, ,cbroder1,David Hillis,999,261,1834,IN,Marshall,2,2,35,N,2,E,12,13,0, ,700500,W,Y,40.009999999999998,(1/4) Section,640500,Black Ash,BA,b ash,b ash,Ash,22,S,74,E,27,Aspen,AS,poplar,poplar,Poplar/tulip poplar,19,N,31,W,22, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,563163.193174000010000,4593793.030840000100000
2866,35N2E2,2.033333333330000,35.000000000000000,748906.224099999990000,547414.084900000020000,1.5-1,628029, ,cbroder1,David Hillis,999,259,1834,IN,Marshall,2,2,35,N,2,E,25,26,0, ,600200,N,N,40.000000000000000,(1/4) Section,600240,Swamp Ash-I,AX,swp ash,swp ash,Ash,12,S,52,W,77,Willow,WI,willow,willow,Willow,5,S,86,E,35, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,562434.444127000050000,4589758.526549999600000
2867,35N2E2,2.033333333330000,35.000000000000000,742544.791100000030000,550805.723800000040000,1.5-1,628638, ,cbroder1,David Hillis,999,279,1834,IN,Marshall,2,2,35,N,2,E,17,18,0, ,200400,N,N,40.000000000000000,(1/4) Section,200440,Linden,LI,lynn,lynn,Basswood,17,S,73,W,16,Beech,BE,beech,beech,Beech,12,N,18,E,30, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,555930.459558999980000,4592854.885970000200000
2868,35N2E2,2.033333333330000,35.000000000000000,745700.510000000010000,548350.500000000000000,1.5-1,628576, ,cbroder1,David Hillis,999,270,1834,IN,Marshall,2,2,35,N,2,E,27,28,0, ,400200,N,N,80.000000000000000,Section,400300,Linden,LI,lynn,lynn,Basswood,30,S,1,E,6,Ironwood,IR,ironwood,ironwood,Ironwood,13,N,17,W,10, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Level,", ,May 15 1834, , , ,559192.479437000000000,4590546.772219999700000
2869,35N2E2,2.033333333330000,35.000000000000000,745677.516399999960000,547545.377300000050000,1.5-1,628573, ,cbroder1,David Hillis,999,270,1834,IN,Marshall,2,2,35,N,2,E,27,28,0, ,400200,N,N,40.000000000000000,(1/4) Section,400240,Beech,BE,beech,beech,Beech,22,N,84,W,35.5,Black Ash,BA,b ash,b ash,Ash,17,S,51,E,33, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,559206.562133000000000,4589741.161089999600000
2870,35N2E2,2.033333333330000,35.000000000000000,750575.680000000050000,549771.569999999950000,1.5-1,627999, ,cbroder1,"Robert Clark, Jr.",999,250,9999,IN,Marshall,2,2,35,N,2,E,0,0,13,E,700500,S,N,80.000000000000000,Section,700400,Beech,BE,beech,beech,Beech,13,N,54,W,33,White Ash,WA,w ash,w ash,Ash,13,S,57,W,42, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Level,", , , , , ,563992.054630000030000,4592191.119900000300000
2871,35N2E2,2.033333333330000,35.000000000000000,748888.459999999960000,546610.180000000050000,1.5-1,628025, ,cbroder1,David Hillis,999,258,1834,IN,Marshall,2,2,35,N,2,E,35,36,0, ,600100,N,N,80.000000000000000,Section,600200,Beech,BE,beech,beech,Beech,22,S,32,E,23,Beech,BE,do,beech,Beech,18,N,16,E,6, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"2nd,Level,Wet,", , , , , ,562453.661242999950000,4588954.361680000100000
2872,35N2E2,2.033333333330000,35.000000000000000,742574.957199999950000,552404.275099999970000,1.5-1,629384, ,cbroder1,David Hillis,999,281,1834,IN,Marshall,2,2,35,N,2,E,7,8,0, ,200500,N,N,40.000000000000000,(1/4) Section,200540,Beech,BE,beech,beech,Beech,14,S,20,W,22,Beech,BE,do,beech,Beech,21,N,23,E,14, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,555886.982087000040000,4594453.626419999600000
2873,35N2E2,2.033333333330000,35.000000000000000,747221.489999999990000,545054.900000000020000,1.5-1,627951, ,cbroder1,"Robert Clark, Jr.",999,247,9999,IN,Marshall,2,2,35,N,2,E,0,0,35,S,600100,W,N,80.000000000000000,Section,500100,Beech,BE,beech,beech,Beech,14,N,81.5,W,78,Beech,BE,do,beech,Beech,18,N,40,E,25, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Level,GoodSoil,Upland,", , , , , ,560861.741180000010000,4587323.456150000000000
2874,35N2E2,2.033333333330000,35.000000000000000,750557.688399999980000,548969.574200000030000,1.5-1,628000, ,cbroder1,"Robert Clark, Jr.",999,251,9999,IN,Marshall,2,2,35,N,2,E,0,0,24,E,700400,S,N,40.000000000000000,(1/4) Section,700340,Beech,BE,beech,beech,Beech,18,S,56,W,32,Beech,BE,do,beech,Beech,15,N,40.5,W,50, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,564010.947059000030000,4591388.870290000000000
2875,35N2E2,2.033333333330000,35.000000000000000,745019.761700000030000,553154.887100000050000,1.5-1,628634, ,cbroder1,David Hillis,999,278,1834,IN,Marshall,2,2,35,N,2,E,4,9,0, ,300600,E,N,40.000000000000000,(1/4) Section,340600,Beech,BE,beech,beech,Beech,10,S,34,W,25,Beech,BE,do,beech,Beech,30,N,41,E,33, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,558292.160321000030000,4595316.272629999600000
2876,35N2E2,2.033333333330000,35.000000000000000,748869.942200000050000,545809.589999999970000,1.5-1,628024, ,cbroder1,David Hillis,999,258,1834,IN,Marshall,2,2,35,N,2,E,35,36,0, ,600100,N,N,40.000000000000000,(1/4) Section,600140,Beech,BE,beech,beech,Beech,16,S,42,W,20,Beech,BE,do,beech,Beech,14,N,45,E,43, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,562471.972799999990000,4588153.467989999800000
2877,35N2E2,2.033333333330000,35.000000000000000,741789.380600000030000,553218.941499999960000,1.5-1,629388, ,cbroder1,David Hillis,999,282,1834,IN,Marshall,2,2,35,N,2,E,6,7,0, ,100600,E,Y,39.289999999999999,(1/4) Section,140600,Beech,BE,beech,beech,Beech,7,S,3,W,8,Beech,BE,do,beech,Beech,11,N,53,W,16, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,555065.537782000030000,4595231.473810000300000
2878,35N2E2,2.033333333330000,35.000000000000000,747426.414699999960000,552217.872600000000000,1.5-1,628557, ,cbroder1,David Hillis,999,268,1834,IN,Marshall,2,2,35,N,2,E,10,11,0, ,500500,N,N,40.000000000000000,(1/4) Section,500540,Beech,BE,beech,beech,Beech,12,N,87,W,49,Beech,BE,do,beech,Beech,18,N,81,E,39, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,560736.917774999980000,4594490.754060000200000
2879,35N2E2,2.033333333330000,35.000000000000000,749055.589999999970000,553036.900000000020000,1.5-1,628057, ,cbroder1,David Hillis,999,262,1834,IN,Marshall,2,2,35,N,2,E,11,12,0, ,600500,N,N,80.000000000000000,Section,600600,Beech,BE,beech,beech,Beech,16,N,49,W,34,Beech,BE,do,beech,Beech,15,N,83,E,18, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,562325.065699000030000,4595384.126720000100000
2880,35N2E2,2.033333333330000,35.000000000000000,744235.300000000050000,553174.160000000030000,1.5-1,628631, ,cbroder1,David Hillis,999,278,1834,IN,Marshall,2,2,35,N,2,E,8,9,0, ,300500,N,N,80.000000000000000,Section,300600,Beech,BE,beech,beech,Beech,12,S,57,W,7,Beech,BE,do,beech,Beech,12,N,86,E,12, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Marshy,", , , , , ,557508.438473999970000,4595299.405510000000000
2881,35N2E2,2.033333333330000,35.000000000000000,748122.992399999990000,548246.948300000050000,1.5-1,628541, ,cbroder1,David Hillis,999,264,1834,IN,Marshall,2,2,35,N,2,E,23,26,0, ,600300,W,Y,39.969999999999999,(1/4) Section,540300,Beech,BE,beech,beech,Beech,14,N,74,E,16,Beech,BE,beech,beech,Beech,14,S,23,W,25, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , , , , , ,561614.592855000050000,4590554.775170000300000
2882,35N2E2,2.033333333330000,35.000000000000000,741727.826299999960000,550020.392800000030000,1.5-1,629392, ,cbroder1,David Hillis,999,283,1834,IN,Marshall,2,2,35,N,2,E,18,19,0, ,100400,E,Y,39.549999999999997,(1/4) Section,140400,Beech,BE,beech,beech,Beech,30,N,42,E,36,Beech,BE,do,beech,Beech,25,S,35,W,30, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , , , ,May 19 1834, , , ,555151.365962999990000,4592032.495249999700000
2883,35N2E2,2.033333333330000,35.000000000000000,742529.089999999970000,550004.650000000020000,1.5-1,628610, ,cbroder1,David Hillis,999,275,1834,IN,Marshall,2,2,35,N,2,E,19,20,0, ,200300,N,N,80.000000000000000,Section,200400,Beech,BE,beech,beech,Beech,16,N,51,W,33,Beech,BE,do,beech,Beech,15,S,61,E,25, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , , , , , , , , ,"Swamp,", , , , , ,555951.662684999990000,4592053.680460000400000
