"","FID","density","basal","POINT_X","POINT_Y","Line","Type"
"386",192,0.423478193217,0.18968833788,593785.160525,4564494.34913,"East","Prairie"
"387",193,7.97036807199,4.94330161861,585611.566789,4567436.84826,"East","Savanna"
"388",193,37.2677690587,3.77677146226,523625.983943,4581260.08847,"West","Savanna"
"389",194,5.25535578511,5.79453150563,587375.601618,4563469.95039,"East","Savanna"
"390",194,134.927770226,4.92256154243,525223.111663,4582865.58649,"West","Forest"
"391",195,42.4078991804,10.593781046,585702.735544,4565040.85113,"East","Savanna"
"392",195,112.749119248,29.7651582539,520379.663622,4580454.15609,"West","Forest"
"393",196,3.6228175464,0.998625557913,521995.372994,4581258.74951,"West","Savanna"
"394",196,75.6108867081,99.3062638558,587344.536332,4564272.87885,"East","Forest"
"395",197,36.6537084343,9.65780826417,517958.271123,4583670.56732,"West","Savanna"
"396",197,160.347460673,34.4496852127,585781.575307,4562622.5365,"East","Forest"
"397",198,5.50974508267,5.37147907548,590615.123166,4562761.08162,"East","Savanna"
"398",198,45.9870116425,4.21765525604,518773.882942,4583674.83566,"West","Savanna"
"399",199,0.730001936503,0.267805747271,523625.465717,4582060.82127,"West","Savanna"
"400",199,12.9709404112,4.73218021245,587428.243087,4561866.86396,"East","Savanna"
"401",200,3.57144461667,1.0496130651,521188.893824,4580457.20256,"West","Savanna"
"402",200,24.2593029107,11.0631332003,585673.754236,4565845.93031,"East","Savanna"
"403",201,0,0,584853.364622,4565010.50957,"East","Prairie"
"404",201,167.165987763,10.8421448001,516333.902489,4583661.54217,"West","Forest"
"405",202,0,0,521999.44028,4582865.56429,"West","Prairie"
"406",202,0.218523487488,0.0575782924436,592887.095145,4560423.31506,"East","Prairie"
"407",203,11.3452174246,2.43745156492,517144.487283,4582863.51524,"West","Savanna"
"408",203,32.8828634449,8.66423627767,587267.852608,4565862.77543,"East","Savanna"
"409",204,9.58998786117,8.41633976967,593009.097678,4563651.15278,"East","Savanna"
"410",204,1054.3796476,96.1671695841,518755.305675,4577231.33253,"West","Forest"
"411",205,0.685526722158,0.11567138524,588830.01775,4567515.72461,"East","Savanna"
"412",205,64.0240128848,7.16955960369,518776.37171,4586078.2208,"West","Forest"
"413",206,0.52028180983,0.143415092248,586674.554891,4560225.78982,"East","Savanna"
"414",206,59.6511249661,21.8833859176,521998.163359,4578023.1088,"West","Forest"
"415",207,0.293924578037,0.0297867563964,517142.656226,4583666.29232,"West","Prairie"
"416",207,14.2759241829,12.2683849724,590672.605335,4561153.13388,"East","Savanna"
"417",208,0.759174887278,0.192339796663,521192.517248,4582057.3673,"West","Savanna"
"418",208,31.6558283328,27.011772535,589003.909788,4562706.75637,"East","Savanna"
"419",209,0,0,523659.770091,4583669.09273,"West","Prairie"
"420",209,13.1364722324,8.31377956266,587401.922664,4562668.40601,"East","Savanna"
"421",210,16.7147289893,2.06655267835,525246.571967,4586086.1942,"West","Savanna"
"422",210,24.8880350967,3.99767226697,588891.86575,4565910.12373,"East","Savanna"
"423",211,0,0,525207.666601,4581270.22602,"West","Prairie"
"424",211,81.0136281931,39.7366045522,593236.579775,4558826.70224,"East","Forest"
"425",212,0,0,584612.396003,4571410.07567,"East","Prairie"
"426",212,78.8585771737,0.998955771123,520400.433598,4582863.64737,"West","Forest"
"427",213,0,0,520408.449106,4583669.81527,"West","Prairie"
"428",213,0,0,588523.767918,4575583.57736,"East","Prairie"
"429",214,0,0,533292.78011,4595701.05249,"West","Prairie"
"430",214,0,0,588481.481708,4577124.53074,"East","Prairie"
"431",215,0,0,533275.04792,4592487.03571,"West","Prairie"
"432",215,0,0,584669.046787,4569803.80215,"East","Prairie"
"433",216,0,0,534090.77452,4593294.67874,"West","Prairie"
"434",216,0,0,590121.797796,4575635.87411,"East","Prairie"
"435",217,0,0,534899.22262,4593298.92505,"West","Prairie"
"436",217,0,0,590955.700671,4574851.89001,"East","Prairie"
"437",218,0,0,527637.575369,4588471.45243,"West","Prairie"
"438",218,0,0,591763.296951,4574883.63883,"East","Prairie"
"439",219,0,0,527634.38242,4590083.17659,"West","Prairie"
"440",219,0,0,591738.287333,4575699.78555,"East","Prairie"
"441",220,0,0,528440.972341,4587665.47617,"West","Prairie"
"442",220,0,0,591713.271917,4576515.93227,"East","Prairie"
"443",221,0,0,530064.475916,4586856.81752,"West","Prairie"
"444",221,0,0,592583.896986,4574915.29824,"East","Prairie"
"445",222,0,0,531665.051225,4590875.58088,"West","Prairie"
"446",222,0,0,592533.359576,4576540.96121,"East","Prairie"
"447",223,0,0,532471.496784,4586866.33851,"West","Prairie"
"448",223,0,0,593404.501225,4574946.95892,"East","Prairie"
"449",224,0,0,532464.788007,4590090.94518,"West","Prairie"
"450",224,0,0,593378.972843,4575756.47363,"East","Prairie"
"451",225,0,0,532477.641243,4593288.00889,"West","Prairie"
"452",225,0,0,593353.450021,4576565.98918,"East","Prairie"
"453",226,0,0,533270.02691,4591683.57009,"West","Prairie"
"454",226,353.095207295,26.6584813731,592699.642405,4571701.08145,"East","Forest"
"455",227,0,0,533297.628809,4594899.95499,"West","Prairie"
"456",227,205.198802958,48.2447564265,590330.735476,4569986.44223,"East","Forest"
"457",228,0,0,526014.937755,4588477.82287,"West","Prairie"
"458",228,84.4969923425,10.4897382054,593480.560844,4572537.26083,"East","Forest"
"459",229,0,0,525975.037542,4590085.55944,"West","Prairie"
"460",229,1602.11298374,71.6214622426,589524.241382,4569958.9292,"East","Forest"
"461",230,0,0,526835.247579,4589279.76402,"West","Prairie"
"462",230,29.8262638756,17.0023398517,590148.104174,4574820.13709,"East","Savanna"
"463",231,0,0,526830.958087,4590895.20903,"West","Prairie"
"464",231,124.991290262,45.0938233776,590241.495344,4572406.17858,"East","Forest"
"465",232,0,0,526828.577811,4591706.06931,"West","Prairie"
"466",232,56.2369895043,20.5169062923,590388.082831,4568385.30684,"East","Forest"
"467",233,0,0,527638.807753,4586873.07184,"West","Prairie"
"468",233,365.767141472,78.5828651854,591202.363911,4568410.8472,"East","Forest"
"469",234,0,0,528443.949105,4586863.23307,"West","Prairie"
"470",234,76.2648183954,37.71649898,588717.745701,4569931.40051,"East","Forest"
"471",235,0,0,529154.901181,4586860.19888,"West","Prairie"
"472",235,126.116549666,33.2301834559,591890.099281,4571673.81865,"East","Forest"
"473",236,0,0,533259.13544,4588487.68198,"West","Prairie"
"474",236,72.3232409581,8.94180141387,591863.356185,4572484.31599,"East","Forest"
"475",237,0,0,534080.714778,4590101.86426,"West","Prairie"
"476",237,232.948222686,106.23294601,592644.271057,4573320.49539,"East","Forest"
"477",238,0,0,534098.509817,4594915.45771,"West","Prairie"
"478",238,127.47475884,63.0421957714,591137.210833,4570017.37866,"East","Forest"
"479",239,0,0,534899.390739,4594930.95036,"West","Prairie"
"480",239,64.8932255931,48.5336589402,591980.168927,4569242.34677,"East","Forest"
"481",240,0,0,528437.995793,4588467.7204,"West","Prairie"
"482",240,75.4516571134,19.5747425125,593509.192074,4571728.34437,"East","Forest"
"483",241,0,0,529243.955255,4588471.47291,"West","Prairie"
"484",241,103.162943302,33.4549983595,593562.760388,4570114.10279,"East","Forest"
"485",242,0,0,530057.197629,4587666.02356,"West","Prairie"
"486",242,180.137005082,25.2836646632,593451.932454,4573346.17516,"East","Forest"
"487",243,0,0,530049.915259,4588475.22619,"West","Prairie"
"488",243,362.167598861,18.351303103,592753.224629,4570081.20512,"East","Forest"
"489",244,0,0,530058.092961,4594905.65259,"West","Prairie"
"490",244,445.873009451,19.2038110324,593428.213393,4574146.56732,"East","Forest"
"491",245,0,0,530055.137759,4595659.20064,"West","Prairie"
"492",245,107.403540501,23.1294253327,592016.648903,4568436.37879,"East","Forest"
"493",246,0,0,530857.682682,4591675.80594,"West","Prairie"
"494",246,143.236964346,117.57837061,586248.362517,4571460.59814,"East","Forest"
"495",247,0,0,531668.047466,4587665.61493,"West","Prairie"
"496",247,138.924529644,41.9548825277,591916.891315,4570861.063,"East","Forest"
"497",248,0,0,531664.460864,4590084.8904,"West","Prairie"
"498",248,69.6943669701,31.7831912953,587004.583409,4573103.51241,"East","Forest"
"499",249,0,0,531665.636004,4591666.26463,"West","Prairie"
"500",249,38.7424625137,21.7512538299,586947.403217,4574708.23819,"East","Savanna"
"501",250,0,0,531669.295596,4592475.92817,"West","Prairie"
"502",250,148.296390378,29.1554413696,591081.075585,4571636.43276,"East","Forest"
"503",251,0,0,531672.950822,4593285.58936,"West","Prairie"
"504",251,46.0641463163,6.46547014551,587963.077594,4568296.84467,"East","Savanna"
"505",252,0,0,532460.522983,4588478.08986,"West","Prairie"
"506",252,348.489622918,28.9594969246,591943.690063,4570048.30431,"East","Forest"
"507",253,0,0,532467.830868,4591674.9181,"West","Prairie"
"508",253,12.5392266668,6.20123065574,586912.031946,4575522.05702,"East","Savanna"
"509",254,0,0,533263.973511,4587678.81331,"West","Prairie"
"510",254,7.75302954603,0.333924034814,586085.472327,4576312.69492,"East","Savanna"
"511",255,0,0,533265.116248,4590096.99487,"West","Prairie"
"512",255,48.5869811977,11.8419250314,585400.325959,4573052.23842,"East","Forest"
"513",256,0,0,534082.728055,4588490.15132,"West","Prairie"
"514",256,235.920487417,29.1684128089,591799.958277,4574089.2259,"East","Forest"
"515",257,0,0,534082.061262,4591700.5586,"West","Prairie"
"516",257,178.17264771,38.279319182,587079.785593,4570681.50557,"East","Forest"
"517",258,0,0,534901.319319,4589299.67626,"West","Prairie"
"518",258,107.566407922,49.0542330543,591023.772078,4573254.06194,"East","Forest"
"519",259,0,0,534895.208535,4590912.14037,"West","Prairie"
"520",259,148.71784773,48.8309768266,591836.61674,4573294.81201,"East","Forest"
"521",260,0,0,534899.302975,4594114.94415,"West","Prairie"
"522",260,3.71687491941,1.22042267171,587909.919288,4569904.41404,"East","Savanna"
"523",261,0,0,534898.258011,4595745.92071,"West","Prairie"
"524",261,11.0711222141,5.04883838512,588600.856858,4573165.97075,"East","Savanna"
"525",262,0,0,534906.325232,4588492.6137,"West","Prairie"
"526",262,209.096531744,33.5863961467,593590.842645,4569306.3381,"East","Forest"
"527",263,4.59181857933,1.64963655111,531675.670273,4594892.87793,"West","Savanna"
"528",263,237.693463492,29.3876175869,585439.253395,4571435.60499,"East","Forest"
"529",264,3.01734187172,0.33788904224,589300.450314,4576425.3785,"East","Savanna"
"530",264,30.1770870342,4.4037952409,528426.913291,4594108.19439,"West","Savanna"
"531",265,16.6735030377,9.73277417316,585419.786297,4572243.92116,"East","Savanna"
"532",265,30.3147228126,3.74801001332,528434.089459,4590884.23477,"West","Savanna"
"533",266,0,0,526044.016739,4586881.7563,"West","Prairie"
"534",266,78.0405514316,9.21368934241,589594.294755,4568356.07273,"East","Forest"
"535",267,0,0,533268.811352,4586869.93582,"West","Prairie"
"536",267,5.90342363964,2.91951749664,586876.66038,4576335.86249,"East","Savanna"
"537",268,0,0,528430.642163,4595636.20506,"West","Prairie"
"538",268,617.502053519,281.603617989,590301.398768,4570792.74833,"East","Forest"
"539",269,0.077063297155,0.0182747209472,530050.983484,4590884.25839,"West","Prairie"
"540",269,64.2477916452,51.0459836981,593535.979246,4570921.22344,"East","Forest"
"541",270,0,0,533282.336267,4593290.41986,"West","Prairie"
"542",270,614.940174352,361.005365881,585376.543377,4573853.33004,"East","Forest"
"543",271,0,0,586872.424845,4577075.16683,"East","Prairie"
"544",271,149.411633477,32.1001886704,529241.237638,4591685.90308,"West","Forest"
"545",272,0,0,588505.417206,4576399.14671,"East","Prairie"
"546",272,23.2549534232,4.58376548317,526829.650818,4594924.03988,"West","Savanna"
"547",273,2.12602517612,0.586036434474,587102.093914,4569877.41941,"East","Savanna"
"548",273,32.4761376787,11.9140729423,526833.333198,4590084.33691,"West","Savanna"
"549",274,27.3763128349,18.8656241505,588800.51229,4568326.83593,"East","Savanna"
"550",274,30.3281391253,24.0962320375,526833.667413,4586882.90438,"West","Savanna"
"551",275,0,0,587691.037172,4576367.50983,"East","Prairie"
"552",275,51.0198993132,2.32669481083,529243.667621,4594910.69062,"West","Forest"
"553",276,0,0,526829.621685,4595616.36067,"West","Prairie"
"554",276,54.5387117681,12.9332610357,586298.016281,4569851.17985,"East","Forest"
"555",277,8.24695109312,2.42369924321,528424.58537,4593300.66539,"West","Savanna"
"556",277,15.9112321599,10.4810424382,590272.056739,4571599.04795,"East","Savanna"
"557",278,2.92686818951,2.17269169287,584740.719599,4568195.47968,"East","Savanna"
"558",278,165.103918361,28.4441926891,526824.745467,4592512.49824,"West","Forest"
"559",279,15.4836933021,7.06113288022,527630.664409,4591696.2674,"West","Savanna"
"560",279,24.7146698628,17.3319815591,586975.99245,4573905.87823,"East","Savanna"
"561",280,0,0,531674.182788,4586862.72927,"West","Prairie"
"562",280,37.57129412,18.5807519925,587744.759298,4574738.12453,"East","Savanna"
"563",281,40.9408718144,12.0321266505,586365.98639,4568244.83504,"East","Savanna"
"564",281,66.4002892881,24.3593587943,530866.884283,4594899.26989,"West","Forest"
"565",282,0,0,532486.653528,4594896.41856,"West","Prairie"
"566",282,9.84884449978,3.99238653481,589464.506925,4571574.71115,"East","Savanna"
"567",283,10.2040690578,5.04638663418,585493.938147,4569824.93415,"East","Savanna"
"568",283,147.790948207,27.6332213769,528428.667398,4592493.56399,"West","Forest"
"569",284,6.47109322838,2.12476046622,527629.445819,4594919.8829,"West","Savanna"
"570",284,14.7009022238,3.58299646813,585352.763444,4574654.41548,"East","Savanna"
"571",285,106.893027765,2.70817483158,531672.657433,4595670.09416,"West","Forest"
"572",285,139.905351394,119.380592053,586150.080524,4574681.33347,"East","Forest"
"573",286,36.4120815781,5.77493578239,585578.363938,4568222.68972,"East","Savanna"
"574",286,107.607645581,35.332588038,534896.311607,4590106.73318,"West","Forest"
"575",287,0.496866893042,0.226589553738,587153.613547,4568266.97151,"East","Prairie"
"576",287,12.1382189867,6.00291371123,530861.388417,4593291.9109,"West","Savanna"
"577",288,27.7374794933,10.1897215252,534087.686148,4586873.73249,"West","Savanna"
"578",288,162.718798227,20.1180030206,588571.488381,4573966.99001,"East","Forest"
"579",289,0,0,526837.162684,4588475.18205,"West","Prairie"
"580",289,190.294222146,62.4824316225,584484.811778,4576264.34493,"East","Forest"
"581",290,0,0,530869.328954,4586859.77782,"West","Prairie"
"582",290,84.9925682412,46.3394141152,589405.891128,4573189.64312,"East","Forest"
"583",291,8.43786340373,1.23562773484,530051.079706,4589279.19827,"West","Savanna"
"584",291,12.4333761932,1.06471431557,590179.518239,4574016.72578,"East","Savanna"
"585",292,8.82001164421,0.58099156256,527622.747868,4593309.79502,"West","Savanna"
"586",292,37.3841625296,13.7146123616,587857.216002,4571517.98352,"East","Savanna"
"587",293,5.67109565677,3.51726997877,533289.98243,4594095.19215,"West","Savanna"
"588",293,51.6372762679,17.1642361199,584531.09205,4574630.59754,"East","Forest"
"589",294,4.2312523686,1.37216462152,589345.112041,4574794.07283,"East","Savanna"
"590",294,52.1892799976,11.2125521655,526825.280907,4594121.48334,"West","Forest"
"591",295,1.58481267426,0.54285263007,590904.380859,4576483.76963,"East","Savanna"
"592",295,4.6095207023,2.85887062465,531661.914663,4588468.4974,"West","Savanna"
"593",296,38.8319935972,3.22693969977,530053.960188,4594101.94542,"West","Savanna"
"594",296,133.717250681,19.5135929293,585466.596508,4570630.27221,"East","Forest"
"595",297,4.92863421359,2.07781668038,534896.659406,4592508.23826,"West","Savanna"
"596",297,72.6026906861,29.467449425,588656.958504,4571550.37546,"East","Forest"
"597",298,4.1395232948,1.15154254994,530858.351229,4590084.03379,"West","Savanna"
"598",298,143.82289512,188.894946126,591690.772964,4577227.53173,"East","Forest"
"599",299,2.38677896582,0.489806494937,528429.240806,4594915.72247,"West","Savanna"
"600",299,67.9367757472,67.8842707272,590095.489049,4576451.60608,"East","Forest"
"601",300,0,0,590071.353883,4577177.15308,"East","Prairie"
"602",300,330.672183357,134.043254749,531674.313236,4594089.23498,"West","Forest"
"603",301,29.7893790985,14.7322331584,585536.153914,4569023.81648,"East","Savanna"
"604",301,128.09857677,1.62271267278,531663.187515,4589276.69617,"West","Forest"
"605",302,0,0,585294.27964,4576289.51775,"East","Prairie"
"606",302,746.85144437,160.456530158,525894.034492,4593316.03228,"West","Forest"
"607",303,24.1257820168,11.6501526202,593331.421204,4577272.55134,"East","Savanna"
"608",303,57.0561964945,18.1559833374,526835.41145,4587679.04775,"West","Forest"
"609",304,162.007426978,6.074687744,526820.911446,4593318.9174,"West","Forest"
"610",304,225.604154328,27.8929362045,587127.852152,4569072.19841,"East","Forest"
"611",305,25.9188873098,11.60983194,530049.77612,4592491.78835,"West","Savanna"
"612",305,29.1588356643,10.6380000813,588628.906158,4572358.17556,"East","Savanna"
"613",306,3.54570386743,0.159900485478,525876.189164,4594922.3148,"West","Savanna"
"614",306,9.60507318327,5.60674070697,588542.11711,4574768.00543,"East","Savanna"
"615",307,2.809314531,0.781501875512,534906.441773,4587685.06999,"West","Savanna"
"616",307,4.56674436108,1.59434842727,583903.074383,4568168.26503,"East","Savanna"
"617",308,41.8587383941,29.6093495906,585269.85931,4577038.72129,"East","Savanna"
"618",308,411.434203993,80.8889938681,530052.235865,4590083.16606,"West","Forest"
"619",309,1.16173971531,0.47151842421,534894.097707,4591717.5425,"West","Savanna"
"620",309,1.60557594747,0.36772791806,585323.524309,4575471.97163,"East","Savanna"
"621",310,0,0,525927.646233,4591702.35752,"West","Prairie"
