"","FID","POINT_X","POINT_Y","Join","Surveyor","SurveyYear","State","County","cornerid","TreeNo","Group_","L2_tree","L1_tree","L3_tree","TDiameter","TDistance","TDegree","water","generalnotes","Line","AREASYMBOL","MUSYM","MUKEY","temp","precip","DEM","om_r","sandtotal_r","silttotal_r","claytotal_r","kwfact","awc_r","ksat_r","CLASS","NCCPI","distance"
"5533",5532,777768.1114,542313.5545,"234153600600tree1","Reuben J. Dawson",1835,"IN","Kosciusko",NA,"tree1","Other","Beech","Beech","Beech",8,2.615184,"7.5"," "," ","East","IN085","CrA",160860,9.890000343,982.1699829,257.9760132,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Developed_ Open Space",0.560000002,33633.2782060749
"5534",5533,742603.4917,553955.5145,"235123200640tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Beech","beech","Beech",8,4.828032,"195"," "," ","East","IN141","SdzA",612329,9.770000458,1034.199951,256.7418213,0.81,57.4000015,28.6499996,13.9499998,0.29,0.13,37.0499992,"Developed_ Open Space",0.560000002,5473.05932557271
"5535",5534,748078.7955,546636.1208,"235123540200tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Beech","beech","Beech",8,5.230368,"221"," "," ","East","IN099","BuuA",1702542,9.840000153,1029.02002,253.0407104,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Developed_ Open Space",0.790000021,5260.7339439861
"5536",5535,778756.5721,547213.3911,"235153640300tree3","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree3","Other","Sugar Maple","sugar","Maple",8,6.839712,"224"," "," ","East","IN039","BuuA",165330,9.829999924,977.2199707,258.8670959,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Cultivated Crops",0.790000021,35243.09566759
"5537",5536,740759.4267,544416.6884,"234113700640tree1","David Hillis",1833,"IN","Marshall",NA,"tree1","Other","Beech","Beech","Beech",8,6.437376,"297.5"," "," ","East","IN099","ReyA",1702564,9.93999958,1021.880005,245.6061096,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Open Space",0.800000012,1061.60876973776
"5538",5537,759585.7325,527484.1691,"233133700240tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Butternut","W. walnut","Walnut",8,4.224528,"228"," "," ","East","IN099","OlcC2",2481945,9.960000038,1006.429993,252.8741608,0.86,71.6900024,15.2799997,13.0299997,0.15,0.14,35.2200012,"Developed_ Open Space",0.540000021,13399.0538710994
"5539",5538,746042.5725,533653.821,"233123440600tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Butternut","W. Walnut","Walnut",8,7.644384,"241"," "," ","East","IN099","RopB",1702566,10.01000023,1018.76001,252.08078,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Deciduous Forest",0.75,1778.13760403107
"5540",5539,778329.3478,526374.5695,"233153640200tree1","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree1","Other","Buckeye","Buckeye","Buckeye",8,3.822192,"129"," "," ","East","IN085","RlA",160909,9.890000343,988.5300293,262.8459167,0.9,46,33,21,0.28,0.16,12.9799995,"Developed_ Open Space",0.769999981,31910.3138048396
"5541",5540,749851.6688,527086.553,"233123700200tree2","Robert Clark",1833,"IN","Marshall",NA,"tree2","Other","Buckeye","Buckeye","Buckeye",8,5.0292,"190.25"," "," ","East","IN099","OndA",2481950,10.03999996,1016.640015,258.3422241,0.92,57.1100006,26.4699993,16.4200001,0.27,0.16,9.1700001,"Developed_ Open Space",0.779999971,3692.4770287003
"5542",5541,765339.7834,524951.4698,"233143440100tree2","Robert Clark",1834,"IN","Marshall",NA,"tree2","Other","Black Ash","b ash","Ash",8,3.621024,"335.5"," "," ","East","IN085","Ud",160922,9.930000305,999.3400269,246.7269287,0,0,0,0,0,0,0,"Cultivated Crops",NA,18844.4736273523
"5543",5542,777519.0099,524772.5756,"233153600100tree1","Robert Clark Jr",1833,"IN","Kosciusko",NA,"tree1","Other","Elm","Elm","Elm",8,5.833872,"45.75"," "," ","East","IN085","RlA",160909,9.930000305,988.6099854,258.584259,0.9,46,33,21,0.28,0.16,12.9799995,"Developed_ Open Space",0.769999981,30984.6722856042
"5544",5543,756638.1988,536546.6173,"234133500200tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Elm","elm","Elm",8,1.00584,"267"," "," ","East","IN099","MouA",1702556,9.960000038,1010.630005,243.1542053,2.98,8.9200001,52.9199982,38.1599998,0.28,0.19,5.7399998,"Developed_ Open Space",0.939999998,12635.4214217063
"5545",5544,758107.4517,531568.8697,"233133600500tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Elm","Elm","Elm",8,0.804672,"229"," "," ","East","IN099","WtbA",2487341,9.989999771,1009.090027,255.4474945,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,"Developed_ Open Space",0.889999986,12672.6338880872
"5546",5545,746810.3176,532019.0932,"233123500500tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Black Ash","B. Ash","Ash",8,3.419856,"100"," "," ","East","IN099","LpvA",2481938,10.02999973,1018.719971,255.4726868,1.54,46.0999985,34.7799988,19.1200008,0.29,0.17,9.1700001,"Developed_ Open Space",0.769999981,1971.2149482465
"5547",5546,754598.7651,519616.5237,"232133400340tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Elm","elm","Elm",8,4.425696,"297"," "," ","East","IN099","WtbA",2487341,9.930000305,1012.179993,247.7532806,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,"Cultivated Crops",0.889999986,8649.50566581184
"5548",5547,759087.5408,538039.0713,"234133640300tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Elm","elm","Elm",8,2.414016,"12"," "," ","East","IN099","BshA",1702515,9.949999809,1008.109985,247.4563141,0.46,66.5899963,20.2700005,13.1400003,0.17,0.15,28.2299995,"Cultivated Crops",0.660000026,14952.4504445132
"5549",5548,759687.4692,531522.4859,"233133700500tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Elm","Elm","Elm",8,20.921472,"288.75"," "," ","East","IN099","ReyA",1702564,9.979999542,1006.5,253.7345886,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Open Space",0.800000012,14234.3171160672
"5550",5549,754445.811,551251.9758,"235133340500tree1","Robert Clark Jr",1834,"IN","Marshall",NA,"tree1","Other","Elm","elm","Elm",8,231.544368,"270"," "," ","East","IN141","ReyA",200282,9.829999924,1027.089966,248.3649445,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Cultivated Crops",0.800000012,13116.401583003
"5551",5550,754058.3064,530139.8606,"233133340400tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Elm","elm","Elm",8,6.839712,"219"," "," ","East","IN099","CvdA",1702545,10.01000023,1013.119995,257.044281,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.560000002,8512.31441921516
"5552",5551,757007.5212,548761.9045,"235133500340tree1","Robert Clark Jr",1834,"IN","Marshall",NA,"tree1","Other","Elm","elm","Elm",8,2.414016,"273"," "," ","East","IN099","BsxA",2481932,9.850000381,1019.52002,247.7323608,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,"Developed_ Low Intensity",0.419999987,14268.1067909533
"5553",5552,763720.1247,524995.6542,"233143340100tree2","Robert Clark",1834,"IN","Marshall",NA,"tree2","Other","Ironwood","ironwood","Ironwood",8,11.06424,"323.5"," "," ","East","IN099","RopB",1702566,9.93999958,1001.169983,255.7759399,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Hay/Pasture",0.75,17236.3332916079
"5554",5553,764661.4712,533018.8433,"233143400600tree2","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Ironwood","ironwood","Ironwood",8,5.230368,"297.5"," "," ","East","IN099","WtbA",2487341,9.949999809,1000.23999,250.6786957,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,"Cultivated Crops",0.889999986,19370.2183219962
"5555",5554,778022.0356,549680.5102,"235153600440tree3","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree3","Other","Maple","Maple","Maple",8,2.816352,"82"," "," ","East","IN039","ReyA",165416,9.869999886,979.1500244,253.5939178,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Low Intensity",0.800000012,34904.6438679933
"5556",5555,766219.6446,529766.8893,"233143500400tree2","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Sugar Maple","sugar","Maple",8,5.230368,"293.25"," "," ","East","IN085","Bc",160850,9.920000076,998.1199951,246.3603821,2.49,51,30.0400009,18.9599991,0.21,0.19,9.1700001,"Cultivated Crops",0.779999971,20275.8924139683
"5557",5556,762366.4966,537896.2601,"234143240300tree2","Reuben J. Dawson",1835,"IN","Marshall",NA,"tree2","Other","Maple","maple","Maple",8,17.501616,"149"," "," ","East","IN099","BuuA",1702542,9.930000305,1004.580017,246.8255157,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Developed_ Open Space",0.790000021,18233.0755187995
"5558",5557,754526.9989,546426.6653,"235133340200tree1","Robert Clark Jr",1834,"IN","Marshall",NA,"tree1","Other","Elm","elm","Elm",8,6.638544,"75"," "," ","East","IN099","ReyA",1702564,9.890000343,1020.809998,244.3401489,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Cultivated Crops",0.800000012,11217.8697285849
"5559",5558,776691.0062,523159.1131,"232153540600tree1","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree1","Other","Elm","elm","Elm",8,8.951976,"212"," "," ","East","IN085","Hx",160872,9.93999958,988.7800293,245.4698792,0,0,0,0,0,0,0,"Developed_ Low Intensity",0.910000026,30120.0184627087
"5560",5559,750846.8737,531886.5335,"233133140500tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Elm","elm","Elm",8,3.822192,"344"," "," ","East","IN099","ApuAN",1702541,10.02999973,1017.219971,251.5727692,0.3,94,4,2,0.1,0.06,91.7399979,"Cultivated Crops",0.639999986,5670.8434986472
"5561",5560,760280.1814,551788.9537,"235133700540tree2","Robert Clark Jr",1833,"IN","Marshall",NA,"tree2","Other","Aspen","aspen","Poplar",8,86.50224,"206"," "," ","East","IN141","BuuA",200283,9.850000381,1013.869995,250.6272278,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Developed_ Open Space",0.790000021,18460.7861448467
"5562",5561,748426.1128,532783.4205,"233123600540tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Elm","Elm","Elm",8,1.609344,"222"," "," ","East","IN099","LpvA",2481938,10.02000046,1018.460022,255.0782166,1.54,46.0999985,34.7799988,19.1200008,0.29,0.17,9.1700001,"Cultivated Crops",0.769999981,3755.27854550728
"5563",5562,776725.6779,528006.827,"233153540300tree2","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","Buckeye","Buckeye","Buckeye",8,1.00584,"41"," "," ","East","IN085","MbA",160882,9.890000343,988.7700195,262.5682983,0.53,76.25,17.0900002,6.6599998,0.18,0.11,79.6699982,"Developed_ Open Space",0.620000005,30525.477256099
"5564",5563,744170.3679,551570.1312,"235123300500tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Hickory","hicky","Hickory",8,2.414016,"182"," "," ","East","IN141","CvdA",200312,9.75,1033.810059,268.1962891,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.560000002,7612.82703543398
"5565",5564,777515.8887,526382.6781,"233153600200tree2","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","Hickory","Fkd Hickory","Hickory",8,1.609344,"21"," "," ","East","IN085","RlA",160909,9.890000343,988.5300293,257.7035522,0.9,46,33,21,0.28,0.16,12.9799995,"Developed_ Open Space",0.769999981,31101.6464829823
"5566",5565,749649.4461,544976.8405,"235123640100tree1","Robert Clark Jr",9999,"IN","Marshall",NA,"tree1","Other","Hickory","hickory","Hickory",8,7.443216,"286.5"," "," ","East","IN099","OlcA",1702559,9.909999847,1024.5,251.0222626,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,"Cultivated Crops",0.660000026,6145.53341896641
"5567",5566,750750.2112,528666.9522,"233133140300tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Hickory","hickory","Hickory",8,3.621024,"290"," "," ","East","IN099","EmdA",2451240,10.03999996,1015.950012,260.6642456,2.51,60.5,28,11.5,0.18,0.15,28.2299995,"Cultivated Crops",0.75999999,5078.38996784048
"5568",5567,754577.1131,518813.1406,"232133400300tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Ironwood","ironwd","Ironwood",8,1.207008,"204"," "," ","East","IN099","ReyA",1702564,9.930000305,1012.619995,249.8030548,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Open Space",0.800000012,8520.53999298825
"5569",5568,734566.5473,553373.7784,"235113300600tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Hickory","Hickory","Hickory",8,8.04672,"93.5"," "," ","East","IN141","OlcA",612130,9.829999924,1018.440002,224.2316284,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,"Developed_ Low Intensity",0.660000026,13.9577582392129
"5570",5569,753703.92,539956.4284,"234133300400tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Aspen","aspen","Poplar",8,181.453536,"85"," "," ","East","IN099","RopC2",2481967,9.970000267,1015.859985,245.9042816,0.84,54.1100006,27.5400009,18.3500004,0.25,0.15,21.3099995,"Cultivated Crops",0.629999995,9513.4169630157
"5571",5570,751480.6949,522155.3752,"232133200500tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Hickory","hickory","Hickory",8,2.212848,"52"," "," ","East","IN099","RopB",1702566,9.949999809,1014.530029,249.8092346,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75,5032.77988778281
"5572",5571,751475.8971,522155.2355,"232133200500tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Black Walnu","B Walnut","Walnut",8,3.218688,"289"," "," ","East","IN099","RopB",1702566,9.949999809,1014.530029,249.8092499,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75,5028.13045143716
"5573",5572,762947.5334,526610.0054,"233143300200tree1","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Hickory","hickory","Hickory",8,1.408176,"64.25"," "," ","East","IN099","RopA",1702565,9.930000305,1001.880005,253.5667114,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75999999,16707.5752783396
"5574",5573,762939.6782,526606.3535,"233143300200tree2","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Butternut","butternut","Walnut",8,7.242048,"242.75"," "," ","East","IN099","RopA",1702565,9.930000305,1001.880005,253.6786346,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75999999,16699.6255925604
"5575",5574,765555.0849,536191.5596,"234143440200tree2","Reuben J. Dawson",1835,"IN","Marshall",NA,"tree2","Other","White Ash","w ash","Ash",8,3.01752,"354.25"," "," ","East","IN085","Se",160916,9.949999809,998.960022,251.8931274,1.51,50.9300003,25.2099991,23.8600006,0.22,0.16,10.4099998,"Developed_ Open Space",0.639999986,20982.6480427658
"5576",5575,757002.2865,520342.2282,"232133540400tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Ironwood","ironwood","Ironwood",8,1.609344,"131"," "," ","East","IN099","WciAH",2495705,9.930000305,1009.969971,234.594223,1.58,58.0699997,26.3899994,16.5400009,0.28,0.15,28.5100002,"Cultivated Crops",0.469999999,10832.1464026117
"5577",5576,774800.0742,549774.4204,"235153400440tree2","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree2","Other","Beech","Beech","Beech",8,4.626864,"278.25"," "," ","East","IN039","CvdB",165352,9.779999733,984.5300293,271.3101807,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Developed_ Open Space",0.550000012,31749.5217991564
"5578",5577,760522.952,529892.1311,"233143140400tree1","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Ironwood","ironwood","Ironwood",8,4.123944,"40"," "," ","East","IN099","CvdA",1702545,9.970000267,1004.590027,255.1037598,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Developed_ Open Space",0.560000002,14722.3303157448
"5579",5578,763740.8365,523408.4804,"232143340600tree1","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Ironwood","ironwood","Ironwood",8,4.828032,"45.25"," "," ","East","IN099","RopA",1702565,9.93999958,1001.299988,250.1897583,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75999999,17170.2937210092
"5580",5579,766269.6776,532981.7629,"233143500600tree1","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Ironwood","ironwood","Ironwood",8,5.733288,"282.25"," "," ","East","IN085","RlB",160910,9.949999809,998.4199829,253.0508728,0.9,46,33,21,0.28,0.16,12.9799995,"Developed_ Open Space",0.75999999,20952.976359686
"5581",5580,752303.0716,523768.61,"232133240600tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Ironwood","ironwood","Ironwood",8,2.816352,"347"," "," ","East","IN099","MhbA",1702554,9.960000038,1014.349976,240.9783478,7.1700001,87.5199966,8.3199997,4.1599998,0.07,0.1,91.7399979,"Developed_ Open Space",0.550000012,5754.22103426104
"5582",5581,762652.6558,547761.6061,"235143240300tree1","Reuben J. Dawson",1834,"IN","St. Joseph",NA,"tree1","Other","Ironwood","Ironwood","Ironwood",8,6.236208,"357.5"," "," ","East","IN099","CvdA",1702545,9.890000343,1005.619995,254.8376923,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Hay/Pasture",0.560000002,19441.7364804495
"5583",5582,776684.7142,521563.2197,"232153540500tree1","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree1","Other","Ironwood","Irnwd","Ironwood",8,4.425696,"219.5"," "," ","East","IN085","WlB",160929,9.989999771,988.75,261.0045776,1,49.4900017,31.0100002,19.5,0.29,0.18,8.9799995,"Cultivated Crops",0.75999999,30161.4472365346
"5584",5583,776687.9291,521568.4249,"232153540500tree2","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","Ironwood","Irnwd","Ironwood",8,1.911096,"6.5"," "," ","East","IN085","WlB",160929,9.989999771,988.75,261.0045776,1,49.4900017,31.0100002,19.5,0.29,0.18,8.9799995,"Cultivated Crops",0.75999999,30164.3642787326
"5585",5584,747755.4773,536948.0109,"234123540200tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Ironwood","ironwood","Ironwood",8,1.00584,"31"," "," ","East","IN099","TxuB",1702570,10.01000023,1019.01001,249.5164032,0.48,88.9300003,6.6500001,4.4200001,0.08,0.09,91.7399979,"Cultivated Crops",0.460000008,3744.00955925613
"5586",5585,751922.8639,540840.8503,"234133200440tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Ironwood","ironwood","Ironwood",8,1.207008,"54"," "," ","East","IN099","WtbA",2487341,9.970000267,1018.609985,248.8141327,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,"Cultivated Crops",0.889999986,7746.41300764484
"5587",5586,773043.2601,544979.7055,"235153300140tree2","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree2","Other","Ironwood","Ironwood","Ironwood",8,3.218688,"69"," "," ","East","IN039","BuuA",165330,9.890000343,989.0200195,257.6365662,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Developed_ Open Space",0.790000021,29223.0112140399
"5588",5587,776066.9335,538322.0918,"234153500340tree1","Reuben J. Dawson",1835,"IN","Kosciusko",NA,"tree1","Other","Ironwood","Ironwood","Ironwood",8,2.212848,"94"," "," ","East","IN085","CrA",160860,9.93999958,986.2600098,253.9397736,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.560000002,31667.9365232377
"5589",5588,776063.7732,538321.5759,"234153500340tree2","Reuben J. Dawson",1835,"IN","Kosciusko",NA,"tree2","Other","Ironwood","Ironwood","Ironwood",8,1.207008,"230"," "," ","East","IN085","CrA",160860,9.93999958,986.2600098,253.9397736,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.560000002,31664.7532896961
"5590",5589,767651.2861,517699.5602,"232143600240tree1","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Ironwood","ironwood","Ironwood",8,5.632704,"330.5"," "," ","East","IN085","CrA",160860,9.949999809,998.2600098,256.9778137,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Deciduous Forest",0.560000002,21559.9990010229
"5591",5590,777991.7066,548883.231,"235153600400tree1","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree1","Other","Ironwood","Ironwood","Ironwood",8,6.03504,"18.5"," "," ","East","IN039","CvdB",165352,9.869999886,979.3300171,256.5881042,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Developed_ Low Intensity",0.550000012,34750.7742159124
"5592",5591,777440.2891,515927.2494,"232153600140tree1","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree1","Other","Ironwood","Irnwd","Ironwood",8,2.112264,"82.5"," "," ","East","IN085","MbA",160882,10.13000011,989.2399902,270.3801575,0.53,76.25,17.0900002,6.6599998,0.18,0.11,79.6699982,"Developed_ Open Space",0.620000005,31401.1209282471
"5593",5592,763825.0732,531422.1746,"233143340500tree1","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Ironwood","ironwood","Ironwood",8,0.905256,"232.5"," "," ","East","IN099","ReyA",1702564,9.949999809,1001.02002,249.4739075,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Evergreen Forest",0.800000012,18308.8857553143
"5594",5593,778263.8477,518332.6041,"232153640300tree1","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree1","Other","Ironwood","Irnwd","Ironwood",8,6.236208,"231"," "," ","East","IN085","AtA",160849,10.05000019,988.5800171,263.7906799,0.95,54.1599998,25.8799992,19.9599991,0.23,0.15,19.8400002,"Developed_ Open Space",0.74000001,32073.7980600359
"5595",5594,755055.9452,537433.3681,"234133400240tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Maple","maple","Maple",8,5.230368,"196"," "," ","East","IN099","WciAH",2495705,9.979999542,1013.530029,241.056778,1.58,58.0699997,26.3899994,16.5400009,0.28,0.15,28.5100002,"Developed_ Open Space",0.469999999,10993.5202562369
"5596",5595,771299.2983,540024.0493,"234153200440tree2","Reuben J. Dawson",1835,"IN","Kosciusko",NA,"tree2","Other","White Ash","W. Ash","Ash",8,5.934456,"323.75"," "," ","East","IN085","Bc",160850,9.930000305,992.4400024,252.92099,2.49,51,30.0400009,18.9599991,0.21,0.19,9.1700001,"Developed_ Open Space",0.779999971,27106.8522762691
"5597",5596,758070.956,529942.7268,"233133600400tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Swamp Ash-I","swp ash","Ash",8,4.224528,"146"," "," ","East","IN099","ReyA",1702564,9.989999771,1008.080017,256.8198547,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Open Space",0.800000012,12371.4354971308
"5598",5597,763004.7332,530637.0855,"233143300440tree2","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Black Ash","b ash","Ash",8,2.01168,"255"," "," ","East","IN099","ReyA",1702564,9.949999809,1001.809998,250.0805664,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Open Space",0.800000012,17310.9552889404
"5599",5598,763934.1381,536238.6138,"234143340200tree1","Reuben J. Dawson",1835,"IN","Marshall",NA,"tree1","Other","Sugar Maple","Sugar","Maple",8,4.828032,"175"," "," ","East","IN099","RopC2",2481967,9.93999958,1001.669983,252.0903778,0.84,54.1100006,27.5400009,18.3500004,0.25,0.15,21.3099995,"Cultivated Crops",0.629999995,19458.794394652
"5600",5599,773426.8384,518392.6582,"232153340300tree1","Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree1","Other","Sugar Maple","sugar","Maple",8,7.242048,"176.5"," "," ","East","IN085","Wc",160927,10,990.2600098,253.0409698,1.24,19.3999996,60.9000015,19.7000008,0.44,0.21,8.9200001,"Developed_ Open Space",0.870000005,27293.6087688566
"5601",5600,766704.835,548412.1516,"235143500340tree2","Reuben J. Dawson",1834,"IN","St. Joseph",NA,"tree2","Other","Beech","Beech","Beech",8,4.626864,"274.5"," "," ","East","IN039","BuuA",165330,9.829999924,999.4500122,264.6600037,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Cultivated Crops",0.790000021,23542.7582620882
"5602",5601,763599.5855,516965.2823,"232143340200tree2","Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",8,1.810512,"188.5"," "," ","East","IN099","OlcB",1702560,9.899999619,1004.090027,246.0455017,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,"Developed_ Open Space",0.660000026,17525.2328650375
"5603",5602,767498.7296,547570.6342,"235143540300tree1","Reuben J. Dawson",1834,"IN","St. Joseph",NA,"tree1","Other","Sugar Maple","Sugar","Maple",8,2.615184,"31.5"," "," ","East","IN039","CvdA",165351,9.850000381,997.039978,267.0473328,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.560000002,24179.164438421
"5604",5603,768414.3865,551580.9119,"235143600540tree2","Reuben J. Dawson",1834,"IN","St. Joseph",NA,"tree2","Other","Beech","Beech","Beech",8,0.804672,"101.5"," "," ","East","IN039","BuuA",165330,9.859999657,995.4500122,261.3709106,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,"Developed_ Open Space",0.790000021,25980.7486310514
"5605",5604,774057.5107,552216.8838,"235153340600tree1","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree1","Other","Sugar Maple","Sugar","Maple",8,5.431536,"246.25"," "," ","East","IN039","CvdB",165352,9.789999962,986.9699707,272.9871826,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.550000012,31576.3720166719
"5606",5605,747605.575,532001.4498,"233123540500tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Elm","Elm","Elm",8,3.822192,"13"," "," ","East","IN099","LpvA",2481938,10.02000046,1018.580017,254.5732422,1.54,46.0999985,34.7799988,19.1200008,0.29,0.17,9.1700001,"Developed_ Open Space",0.769999981,2703.11735371653
"5607",5606,749073.356,525512.7628,"233123640100tree2","Robert Clark",1833,"IN","Marshall",NA,"tree2","Other","Elm","Elm","Elm",8,3.419856,"15"," "," ","East","IN099","RopA",1702565,10.01000023,1016.72998,250.6331329,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75999999,2814.00352912373
"5608",5607,770657.8295,545849.5057,"235153140200tree1","Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree1","Other","Maple","Maple","Maple",8,3.218688,"163.25"," "," ","East","IN039","CvdB",165352,9.890000343,992.4199829,261.2909241,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Developed_ Open Space",0.550000012,27035.1212991728
