FID,Join_Count,TARGET_FID,entryid,POINT_X,POINT_Y,TRP,Join,UniqueID,Surveyor,SurveyYear,State,County,cornerid,TreeNo,Group_,L2_tree,L1_tree,L3_tree,TDiameter,TDistance,TDegree,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,feature,featurenot,timbernote,understory,landnotes,landnotesv,waterwet_1,generalnot,Line,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,temp,precip,DEM,muname,om_r,sandtotal_,silttotal_,claytotal_,kwfact,kffact,awc_r,ksat_r,RASTERVALU,CLASS
482,1,5008, ,761182.1563,517019.901, ,232143200200tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Maple,Maple,Maple,12,3.218688,150, , , , , , , , , , , , , , ,East,IN099,4,ReyA,1702564,9.909999847,1008.340027,241.4616089,"Rensselaer loam, 0 to 1 percent slopes",3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,82,Cultivated Crops
483,1,5009, ,752928.248,525359.0705, ,233133300100tree2,2.33E+11,David Hillis,1834,IN,Marshall, ,tree2,Other,Tamarack,TamK,Tamarack,12,160.9344,271.25, , , , , , , , , , , , , , ,East,IN099,4,HtbAN,1702550,9.989999771,1013.25,240.4334412,"Houghton muck, drained, 0 to 1 percent slopes",0,0,0,0,0,0,0,0,82,Cultivated Crops
484,1,5010, ,766210.7808,531374.7333, ,233143500500tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Elm,elm,Elm,12,27.15768,303.5, , , , , , , , , , , , , , ,East,IN085,5,Gf,160864,9.93999958,998.289978,247.5612946,"Gilford sandy loam, gravelly substratum",2.1700001,70.1500015,17.7199993,12.1300001,0.14,0.14,0.15,35.2200012,22,"Developed, Low Intensity"
485,1,5013, ,766283.5918,530622.7627, ,233143500440tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Aspen,aspen,Poplar,12,82.076544,40, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.930000305,998.1900024,248.4002991,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,82,Cultivated Crops
486,1,5014, ,771819.289,516861.1065, ,232153240200tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,Aspen,aspen,Poplar,12,50.292,25, , , , , , , , , , , , , , ,East,IN085,5,Hx,160872,9.949999809,992.8599854,245.6702576,"Houghton muck, drained",0,0,0,0,0,0,0,0,82,Cultivated Crops
487,1,5018, ,767887.3354,532971.7223, ,233143600600tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Aspen,aspen,Poplar,12,17.903952,326.75, , , , , , , , , , , , , , ,East,IN085,5,RlA,160909,9.960000038,995.8400269,256.7454224,"Riddles fine sandy loam, 0 to 2 percent slopes",0.9,46,33,21,0.28,0.28,0.16,12.9799995,21,"Developed, Open Space"
488,1,5034, ,768751.844,531305.4567, ,233143640500tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Tamarack,tamK,Tamarack,12,75.236832,100.26, , , , , , , , , , , , , , ,East,IN085,5,Pb,160905,9.960000038,994.9500122,245.949173,"Palms muck, gravelly substratum, drained",2,60,17,23,0.2,0.2,0.18,9.1700001,82,Cultivated Crops
489,1,5046, ,777625.4503,534271.3014, ,234153600100tree1,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,11,7.242048,85.33, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.890000343,986.8099976,255.9475555,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,21,"Developed, Open Space"
490,1,5047, ,779052.8498,515923.9001, ,232153700140tree1,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,11,14.282928,320, , , , , , , , , , , , , , ,East,IN085,5,Wc,160927,10.11999989,989.0800171,263.2115173,Washtenaw silt loam,1.24,19.3999996,60.9000015,19.7000008,0.44,0.44,0.21,8.9200001,21,"Developed, Open Space"
491,1,5062, ,779086.8363,519137.3476, ,232153700340tree2,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree2,Other,Ironwood,Ironwd,Ironwood,11,0.301752,210, , , , , , , , , , , , , , ,East,IN085,5,KoB,160874,10.02000046,988.3900146,253.6793976,"Kosciusko sandy loam, 2 to 6 percent slopes",1,64.8099976,17.1299992,18.0599995,0.13,0.18,0.14,12.9700003,82,Cultivated Crops
492,1,5070, ,779123.6551,525567.4093, ,233153700140tree2,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree2,Other,Elm,Elm,Elm,11,5.632704,290.5, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.890000343,988.0599976,253.5449677,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,23,"Developed, Medium Intensity"
493,1,5071, ,775177.7067,532897.3475, ,233153440600tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Hickory,Hicky,Hickory,11,32.388048,25.5, , , , , , , , , , , , , , ,East,IN085,5,ShA,160918,9.899999619,989.210022,257.0598755,"Shipshe sandy loam, 0 to 2 percent slopes",1.9400001,62.25,19.2399998,18.5100002,0.08,0.15,0.15,29.3600006,21,"Developed, Open Space"
494,1,5073, ,769444.1473,529704.9932, ,233143700400tree2,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree2,Other,Tamarack,tamarac,Tamarack,11,8.449056,312.25, , , , , , , , , , , , , , ,East,IN085,5,Hx,160872,9.930000305,993.5900269,244.0323944,"Houghton muck, drained",0,0,0,0,0,0,0,0,22,"Developed, Low Intensity"
495,1,5078, ,776689.0125,523172.2891, ,232153540600tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,Red Oak,r oak,Oak,10,9.05256,307.66, , , , , , , , , , , , , , ,East,IN085,5,Hx,160872,9.93999958,988.7800293,245.4698792,"Houghton muck, drained",0,0,0,0,0,0,0,0,22,"Developed, Low Intensity"
496,1,5082, ,771068.4729,528065.6248, ,233153200300tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Bur Oak,Burr Oak,Oak,10,5.0292,293, , , , , , , , , , , , , , ,East,IN085,5,CrA,160860,9.909999847,993.0200195,247.3218079,"Crosier loam, 0 to 1 percent slopes",0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,21,"Developed, Open Space"
497,1,5084, ,775189.8295,532854.7628, ,233153440600tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Red Oak,R. Oak,Oak,10,30.376368,115.25, , , , , , , , , , , , , , ,East,IN085,5,ShA,160918,9.899999619,989.210022,257.4368591,"Shipshe sandy loam, 0 to 2 percent slopes",1.9400001,62.25,19.2399998,18.5100002,0.08,0.15,0.15,29.3600006,82,Cultivated Crops
498,1,5085, ,762052.2283,520233.1998, ,232143240400tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Oak,Bur Oak,burr oak,Oak,10,3.218688,322.5, , , , , , , , , , , , , , ,East,IN099,4,WciAH,2495705,9.880000114,1005.01001,235.7593536,"Waterford-Cohoctah loams, 0 to 2 percent slopes, frequently flooded, brief duration",1.58,58.0699997,26.3899994,16.5400009,0.28,0.28,0.15,28.5100002,90,Woody Wetlands
499,1,5090, ,774315.6145,530447.9646, ,233153400440tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,10,5.833872,272.5, , , , , , , , , , , , , , ,East,IN085,5,ClB,160858,9.93999958,990.5800171,260.0222168,"Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",0.42,89.9100037,7.0100002,3.0799999,0.03,0.03,0.08,55,21,"Developed, Open Space"
500,1,5092, ,767854.0256,530533.1535, ,233143600440tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,10,1.207008,182.25, , , , , , , , , , , , , , ,East,IN085,5,Wt,160932,9.930000305,995.7199707,248.5387115,Whitaker loam,1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,21,"Developed, Open Space"
501,1,5093, ,769389.1673,525666.7685, ,233143700140tree2,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,10,13.478256,202, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.920000076,993.7600098,242.6430054,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,22,"Developed, Low Intensity"
502,1,5094, ,779060.727,515911.1371, ,232153700140tree2,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,10,1.810512,210, , , , , , , , , , , , , , ,East,IN085,5,WlC2,160930,10.11999989,989.0800171,261.4660034,"Wawasee fine sandy loam, 6 to 12 percent slopes, eroded",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,21,"Developed, Open Space"
503,1,5095, ,776737.1854,532864.0507, ,233153540600tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Black Oak,B. Oak,Oak,10,33.997392,286, , , , , , , , , , , , , , ,East,IN085,5,ShA,160918,9.890000343,987.7199707,258.5409851,"Shipshe sandy loam, 0 to 2 percent slopes",1.9400001,62.25,19.2399998,18.5100002,0.08,0.15,0.15,29.3600006,21,"Developed, Open Space"
504,1,5097, ,759438.3523,520297.7462, ,232133700400tree1,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,10,13.277088,286, , , , , , , , , , , , , , ,East,IN099,4,TxuA,2451239,9.899999619,1006.619995,237.902832,"Tyner loamy sand, 0 to 1 percent slopes",0.48,88.9300003,6.6500001,4.4200001,0.08,0.08,0.09,91.7399979,95,Emergent Herbaceous Wetlands
505,1,5098, ,769330.2402,521692.5375, ,232143700500tree2,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,10,13.679424,243, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.909999847,995.0100098,244.0548706,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,82,Cultivated Crops
506,1,5099, ,772655.8714,525626.8287, ,233153300140tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,10,1.911096,87, , , , , , , , , , , , , , ,East,IN085,5,BrA,160856,9.920000076,991.2299805,241.8248444,"Bronson sandy loam, 0 to 2 percent slopes",0.98,67.3300018,22.2600002,10.4099998,0.2,0.2,0.14,28.2299995,71,Herbaceous
507,1,5100, ,759390.4883,519478.6286, ,232133700340tree2,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,10,32.589216,247, , , , , , , , , , , , , , ,East,IN099,4,BufA,2481933,9.899999619,1007.5,237.9734039,"Bronson sandy loam, 0 to 1 percent slopes",0.6,68.0599976,20.6900005,11.25,0.2,0.2,0.14,28.0499992,22,"Developed, Low Intensity"
508,1,5101, ,771011.6134,519245.2081, ,232153200340tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,10,4.626864,192, , , , , , , , , , , , , , ,East,IN085,5,BoB,160853,9.93999958,993.0999756,248.3076782,"Boyer loamy sand, 1 to 6 percent slopes",0.96,79.3000031,11.4899998,9.21,0.08,0.08,0.09,76.4000015,82,Cultivated Crops
509,1,5102, ,771154.3666,533670.7489, ,233153200640tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Red Oak,R Oak,Oak,10,7.644384,313.25, , , , , , , , , , , , , , ,East,IN085,5,KoB,160874,9.960000038,992.7299805,259.1089783,"Kosciusko sandy loam, 2 to 6 percent slopes",1,64.8099976,17.1299992,18.0599995,0.13,0.18,0.14,12.9700003,41,Deciduous Forest
510,1,5103, ,770195.3001,521682.6841, ,232153140500tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,10,1.810512,94, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.909999847,994.2000122,243.5892181,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,71,Herbaceous
511,1,5146, ,759304.3559,515454.9848, ,232143100100tree1,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree1,Other,White Ash,w ash,Ash,10,8.650224,295, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.890000343,1010.450012,237.5874329,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,21,"Developed, Open Space"
512,1,5148, ,765413.2954,529769.8157, ,233143440400tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,White Ash,w ash,Ash,10,9.55548,183, , , , , , , , , , , , , , ,East,IN085,5,Wt,160932,9.920000076,998.1199951,247.9666901,Whitaker loam,1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,82,Cultivated Crops
513,1,5200, ,762822.3532,518584.8328, ,232143300300tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Ironwood,ironwd,Ironwood,10,8.247888,134.5, , , , , , , , , , , , , , ,East,IN099,4,OlcA,1702559,9.890000343,1004.72998,242.2943115,"Oshtemo sandy loam, 0 to 1 percent slopes",0.92,71.5299988,16.0799999,12.3900003,0.15,0.15,0.14,35.2200012,82,Cultivated Crops
514,1,5230, ,773430.2381,520013.5982, ,232153340400tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,White Elm,w elm,Elm,10,19.312128,285, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.979999542,990.1199951,246.708725,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,82,Cultivated Crops
515,1,5253, ,777444.4514,516728.5706, ,232153600200tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Ironwood,Irnwd,Ironwood,10,0.704088,323.5, , , , , , , , , , , , , , ,East,IN085,5,Bc,160850,10.10000038,988.9799805,268.8896484,Barry loam,2.49,51,30.0400009,18.9599991,0.21,0.21,0.19,9.1700001,41,Deciduous Forest
516,1,5271, ,772679.0548,527239.5238, ,233153300240tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,Maple,Maple,Maple,10,3.922776,353, , , , , , , , , , , , , , ,East,IN085,5,RlA,160909,9.909999847,991.2700195,244.9103088,"Riddles fine sandy loam, 0 to 2 percent slopes",0.9,46,33,21,0.28,0.28,0.16,12.9799995,21,"Developed, Open Space"
517,1,5272, ,767845.1314,529731.6191, ,233143600400tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Maple,maple,Maple,10,6.236208,116.75, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.930000305,995.6799927,246.3451538,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,21,"Developed, Open Space"
518,1,5290, ,776636.9682,516734.6542, ,232153540200tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Elm,elm,Elm,10,7.141464,174.5, , , , , , , , , , , , , , ,East,IN085,5,WlB,160929,10.07999992,989.3200073,269.2510376,"Wawasee fine sandy loam, 2 to 6 percent slopes",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,82,Cultivated Crops
519,1,5296, ,766219.2262,531340.3298, ,233143500500tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Aspen,aspen,Poplar,10,23.13432,214.25, , , , , , , , , , , , , , ,East,IN085,5,Gf,160864,9.93999958,998.289978,247.4839325,"Gilford sandy loam, gravelly substratum",2.1700001,70.1500015,17.7199993,12.1300001,0.14,0.14,0.15,35.2200012,21,"Developed, Open Space"
520,1,5300, ,759388.4182,518617.4242, ,232133700300tree1,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree1,Other,Aspen,aspen,Poplar,10,69.604128,180, , , , , , , , , , , , , , ,East,IN099,4,BshA,1702515,9.890000343,1009.460022,236.1903839,"Brady sandy loam, 0 to 1 percent slopes",0.46,66.5899963,20.2700005,13.1400003,0.17,0.17,0.15,28.2299995,82,Cultivated Crops
521,1,5303, ,761230.0062,518662.18, ,232143200300tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Aspen,aspen,Poplar,10,38.624256,35, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.890000343,1007.22998,237.9033356,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,21,"Developed, Open Space"
522,1,5304, ,761197.7142,518679.9958, ,232143200300tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Aspen,aspen,Poplar,10,49.487328,347.5, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.890000343,1007.22998,237.587204,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,82,Cultivated Crops
523,1,5306, ,762855.2518,520212.1948, ,232143300400tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Aspen,aspen,Poplar,10,0.804672,90, , , , , , , , , , , , , , ,East,IN099,4,OlcA,1702559,9.890000343,1003.650024,239.5066071,"Oshtemo sandy loam, 0 to 1 percent slopes",0.92,71.5299988,16.0799999,12.3900003,0.15,0.15,0.14,35.2200012,82,Cultivated Crops
524,1,5311, ,753104.6605,523762.0122, ,232133300600tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Other,Black Ash,b ash,Ash,10,1.207008,301, , , , , , , , , , , , , , ,East,IN099,4,SdzA,2453035,9.949999809,1013.159973,239.020752,"Selfridge-Crosier complex, 0 to 1 percent slopes",0.81,57.4000015,28.6499996,13.9499998,0.29,0.29,0.13,37.0499992,21,"Developed, Open Space"
525,1,5317, ,767811.5221,528134.468, ,233143600300tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Tamarack,tamarac,Tamarack,10,11.265408,343, , , , , , , , , , , , , , ,East,IN085,5,Gf,160864,9.899999619,995.8499756,241.1489868,"Gilford sandy loam, gravelly substratum",2.1700001,70.1500015,17.7199993,12.1300001,0.14,0.14,0.15,35.2200012,21,"Developed, Open Space"
526,1,5318, ,768745.0022,531369.8511, ,233143640500tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Tamarack,tamK,Tamarack,10,82.47888,52, , , , , , , , , , , , , , ,East,IN085,5,Pb,160905,9.960000038,994.9500122,246.936554,"Palms muck, gravelly substratum, drained",2,60,17,23,0.2,0.2,0.18,9.1700001,82,Cultivated Crops
527,1,5319, ,754650.1811,521215.636, ,232133400440tree1,2.32E+11,David Hillis,1834,IN,Marshall, ,tree1,Other,Tamarack,tamk,Tamarack,10,1.207008,318, , , , , , , , , , , , , , ,East,IN099,4,MfrAN,1702553,9.93999958,1011.859985,240.2004089,"Madaus muck, drained, 0 to 1 percent slopes",10,17,65,18,0.43,0.43,0,0.92,82,Cultivated Crops
528,1,5320, ,754653.5292,521215.2022, ,232133400440tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Other,Tamarack,tamk,Tamarack,10,2.615184,77, , , , , , , , , , , , , , ,East,IN099,4,MfrAN,1702553,9.93999958,1011.859985,240.2004089,"Madaus muck, drained, 0 to 1 percent slopes",10,17,65,18,0.43,0.43,0,0.92,82,Cultivated Crops
529,1,5323, ,772703.8034,528034.3707, ,233153300300tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Tamarack,Tamk,Tamarack,10,11.164824,114.86, , , , , , , , , , , , , , ,East,IN085,5,Sf,160917,9.93999958,991.289978,245.449173,Sebewa mucky loam,6.46,47.2900009,27.75,24.9599991,0.19,0.19,0.17,16.6000004,21,"Developed, Open Space"
530,1,5334, ,765364.7672,526559.6526, ,233143440200tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,9,3.01752,321.25, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.93999958,999.0800171,249.4970551,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,22,"Developed, Low Intensity"
531,1,5336, ,771128.0205,531284.9047, ,233153200500tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,Black Oak,B Oak,Oak,9,6.839712,302.5, , , , , , , , , , , , , , ,East,IN085,5,Pa,160904,9.949999809,992.9000244,254.902359,"Palms muck, drained",1.5,41,38,21,0.32,0.32,0.18,7.7600002,82,Cultivated Crops
532,1,5337, ,769476.2511,531314.6015, ,233143700500tree2,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree2,Oak,Yellow Oak,y oak,Oak,9,13.07592,295, , , , , , , , , , , , , , ,East,IN085,5,ClB,160858,9.979999542,993.460022,249.3460846,"Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",0.42,89.9100037,7.0100002,3.0799999,0.03,0.03,0.08,55,82,Cultivated Crops
533,1,5338, ,772866.4587,534373.7972, ,234153300100tree1,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree1,Oak,Black Oak,B. Oak,Oak,9,73.023984,82.5, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.949999809,990.5800171,253.8849335,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,82,Cultivated Crops
534,1,5340, ,767862.9204,533736.2602, ,233143600640tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,9,51.499008,279, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.949999809,995.960022,253.9522552,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,82,Cultivated Crops
535,1,5341, ,778385.393,521548.6402, ,232153640500tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Red Oak,R. Oak,Oak,9,84.892896,95, , , , , , , , , , , , , , ,East,IN085,5,WlC2,160930,9.93999958,988.1500244,252.1707611,"Wawasee fine sandy loam, 6 to 12 percent slopes, eroded",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,82,Cultivated Crops
536,1,5345, ,759382.8035,518695.6002, ,232133700300tree2,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,9,11.868912,315, , , , , , , , , , , , , , ,East,IN099,4,BshA,1702515,9.890000343,1009.460022,236.6889343,"Brady sandy loam, 0 to 1 percent slopes",0.46,66.5899963,20.2700005,13.1400003,0.17,0.17,0.15,28.2299995,82,Cultivated Crops
537,1,5359, ,767921.2873,534506.4288, ,234143600100tree2,2.34E+11,Reuben J. Dawson,1835,IN,Marshall, ,tree2,Other,Hickory,hickory,Hickory,9,13.478256,315.5, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.949999809,996.0900269,256.3468933,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
538,1,5378, ,777429.598,515126.6934, ,232153600100tree2,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree2,Other,Elm,elm,Elm,9,2.01168,285, , , , , , , , , , , , , , ,East,IN085,5,CrA,160860,10.11999989,989.4799805,266.2390747,"Crosier loam, 0 to 1 percent slopes",0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,82,Cultivated Crops
539,1,5389, ,762887.436,521810.9575, ,232143300500tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Elm,elm,Elm,9,6.839712,241, , , , , , , , , , , , , , ,East,IN099,4,PnyA,2481952,9.899999619,1002.75,239.5667877,"Pinhook sandy loam, 0 to 2 percent slopes",1.89,69.4100037,22.0799999,8.5100002,0.17,0.17,0.14,35.2200012,21,"Developed, Open Space"
540,1,5391, ,776035.5026,534315.1257, ,234153500100tree1,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree1,Other,Hickory,Hickory,Hickory,9,12.673584,59.75, , , , , , , , , , , , , , ,East,IN085,5,BrA,160856,9.899999619,988.1400146,255.6457367,"Bronson sandy loam, 0 to 2 percent slopes",0.98,67.3300018,22.2600002,10.4099998,0.2,0.2,0.14,28.2299995,82,Cultivated Crops
541,1,5392, ,776020.098,534316.42, ,234153500100tree2,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree2,Other,White Ash,W. Ash,Ash,9,8.449056,328, , , , , , , , , , , , , , ,East,IN085,5,Ho,160870,9.899999619,988.1400146,255.3530121,Homer sandy loam,1.21,64.0299988,22.2600002,13.71,0.18,0.23,0.13,23.6900005,82,Cultivated Crops
542,1,5393, ,773453.4813,524817.7338, ,233153340100tree2,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree2,Other,Hickory,Hickory,Hickory,9,3.218688,350, , , , , , , , , , , , , , ,East,IN085,5,MaB,160880,9.960000038,990.2399902,250.4141998,"Martinsville sandy loam, 2 to 6 percent slopes",1.04,55.6800003,26.1399994,18.1800003,0.26,0.26,0.17,17.9400005,82,Cultivated Crops
543,1,5394, ,771111.5068,529685.9543, ,233153200400tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,Ironwood,ironwd,Ironwood,9,7.5438,25.75, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.93999958,992.9500122,248.3160858,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,21,"Developed, Open Space"
544,1,5400, ,777652.7835,535864.2413, ,234153600200tree1,2.34E+11,Reuben J. Dawson,1835,IN,Kosciusko, ,tree1,Other,Sugar,Sugar,Maple,9,4.626864,79, , , , , , , , , , , , , , ,East,IN085,5,CrA,160860,9.880000114,985.9400024,257.0176086,"Crosier loam, 0 to 1 percent slopes",0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,21,"Developed, Open Space"
545,1,5405, ,777633.0226,535065.0248, ,234153600140tree2,2.34E+11,Reuben J. Dawson,1835,IN,Kosciusko, ,tree2,Other,Beech,Beech,Beech,9,2.212848,183, , , , , , , , , , , , , , ,East,IN085,5,CrA,160860,9.880000114,986.3900146,258.4254761,"Crosier loam, 0 to 1 percent slopes",0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,21,"Developed, Open Space"
